index,tweet,label
3678,Miss skateboarding and it's not even winter yet 😔😖 #skateeverydamnday #not @ Hoof Life✌️ http://t.co/DakSuvOS43,0
3290,I fell asleep posting my last post. #Irony,1
3704,I love when half the group is really committed and the other half just doesn't give a crap! #perfection #sarcasm,1
1285,Should be a balanced view then #not @pjhelliar @theprojecttv,1
3069,@y_al_yahya Doubt I was the first to block you. But you pretend good. #not @Brainman365 @Waypoint5 @alcoolafiction @AtheistQ @Atheist_Eh,1
2851,#All #And #For #Hot #Not #Rachel #style #fashion|Please RT: http://t.co/02eC8FzuGA http://t.co/6bFvvn4QZ8,0
2698,"#OPEC #chief #defends #policy, #says #group to #try to #ride #out #price #fall. http://t.co/P4nSy0P4e3 via @reuters",0
1065,"@georgeely22 Because your ""sarcastic""? #Sarcastic #Sarcasm",1
1036,"@TMZ he hasn't been diagnosed w/ bipolar disorder yet I'm assuming?He needs to ""beat"" his ""hard feeling"" emotions into submission. #sarcasm",1
1642,father sent me down to buy ingredients cos he wanna fry some noodles up i remembered everything else but the noodles #somuchwin #not,1
2946,Prunes toffee and effervescent goodness.. - Drinking a Delirium Nocturnum @ Memphis' Pint & Dram - http://t.co/wh6PDRNR8a #photo,0
2728,"wait for it ""city-data"" will become a Fox News site soon @TheOldBreed1775 @RBRNetwork1 @Dolphin__Man @Joseph_WarrenDR",0
3630,If only I possessed half the balance legolas has,0
867,hmmm. I do wonder why Astec has one fewer employee? #lol #sarcasm,1
3441,@coribeth_ guess the #bronut works best in combination with these #mentissues . wanna see this #'sneeze' #NOT http://t.co/qCQVL0pqz5,1
2985,"Ah, a week until my next medschool interview 😁",0
2552,"@mike_coogan Sky News says ""he died"" like as if he dropped dead in hospital lol - real honest reporting #sarcasm",1
1245,Turns out a sausage butty from burger king is just a burger. Really enjoyed eating that at half 8 in the morning. #sarcasm #feelshit,1
915,http://t.co/K69PvdLaA5 #TeenAnalCasting #2003 2003 Ford F-150 XLT Mulberry FL 33860,0
3358,@BobBlankenheim yeah. I hated it. :),0
858,@K_TR69 @tracieeeeee @KDunham4Prez too much of that herb. New trend of potheads contributing to society maybe? Darn that #sarcasm,1
812,Jordan fan here||#sarcasm 😛 -not a hater. http://t.co/daNzVEUucm,1
2912,@sunayas @HC_Men Hey maybe you can reach the scoreboards and fix their latest issues #sarcasm,1
49,"really, what else can a fish be besides a fish? @RBRNetwork1 @TheOldBreed1775 @IndyEnigma @diverdown48",0
2114,Cooper's been busy today #not http://t.co/StCUsUTr0u,1
3230,Can hear the trainees watching a training DVD while I'm on my break. Sounds fun :p #sarcasm,1
1793,Why does Zayn look like a Spanish flamingo dancer,0
1494,@BIGJOEONTHEGO #ThingsBetterThanTitansJags napalm hotwings #bigjoefavorite #sarcasm love the show #keep it real,1
3671,Xmas on the blog feat intimissimiofficial and @tweetcalzedonia * Read our story and share the LOVE... http://t.co/vp4rrfyr2K,0
1490,@fbourdeau @ChrisLaBossiere @alexabboud All the more reason for it. Competition breeds innovation & the consumer wins.,0
1890,"@jodalatour @FoxNews Would you have said in the 1800s, ""Why is GOP against Africans being brought here? Do any of them want to pick cotton?""",0
3213,@jasonmatheson @jamieyuccas see you in Burnsville at 5pm!,0
2168,@Giants ooooo touching myself to ODB he is the greatest Giants player to ever play the game... Screw that the best player ever!! #sarcasm,1
3161,"oh, and lets not forget this @RBRNetwork1 @HotNostrilsrFun @Graves9 @OrionSLU @directRhythm http://t.co/9LQkpAHsNj",0
3816,I retweeted this so Chris Graham blocked me. #irony|😂 http://t.co/W9zVXuhGhx,1
2777,The last time I'll get up at 6:30am I'll miss this #not,1
893,How to know when he really loves you. #tmi #imsorry #chickfila http://t.co/ghhfbkyW5V,0
1463,Nothing is better then an 8am class. #not,1
2533,"Sure, let's go back to work on my day off after after just leaving four hours ago. Why not? #fb #sarcasm",1
3784,@CommSec Home page at 8:30am shows Dow -51.44 but it's +102.75. Can you make your home page stats more real-time pls? http://t.co/2qTC5AKxNf,0
3267,How much more stupid can people get..? http://t.co/3ucNqeRUdS,0
1235,"I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -Mags #sarcasm #PMS",1
1274,"@BigKev67 @jennyah46 it's ok Kev, Gurney's bowling the next over #sarcasm",1
2967,Who would've imagined that #jakeplummer smokes weed regularly?? #sarcasm #outsidethelines,1
2559,Lol boy i just wanted a fuck not a relationship #not trying to sound like a hoe.,1
1969,The joy I have for overnight stakeouts #sarcasm,1
2834,@AstroDWJust I was only clarifying for my LEGION of other followers. #sarcasm #NotForTheIntellectuals #DrHandsomeDennis,1
1310,"Stop living like a king, you're not one So using this in real life. #ExodusMovie",0
539,"Don't think for a second I'm out to drown your memory, you ain't worth the whiskey",0
168,@SincerelyTumblr: One day I want to travel with my bestfriend 🌏✈️ http://t.co/AXD3Ax5qC1 DONE DID TRAVELED DA WORLD!! @Bethanycsmithh ❤️,0
306,"@maxsnape1 who you calling bottle job I'll take teeth. Yeah I'm game mate, at training tonight too, I'll remember your hat #not",1
3436,Something to remember as I head to @AnnexBar tonight. #goodboy http://t.co/bf5EvIEbWU,0
2699,@SBryanMusic I think I'm gonna check your music out later. Thanks☺,0
2961,I'm kinda missing summer @barbiegirl678 .|.|.|#summer #2o14 #bestie #alena #bestfriend #idek #we #cool #not #chips #food #followme #ifoll...,0
475,We live in such a small world these days - the #LAFire is a story at the end of the Australian news @ABCNews24,0
1606,A year ago|my cat was hit by|a car.... this is him|today. is a great quote,0
1244,Happy New Year all my Twitter people. Hope you have a happy and successful 2015! Lots of love 😘 #2015season #2014sucks,0
2230,Let's just not pretend for once. .,0
1605,@Milanforever138 @RossellaMarrai 47% for Serie A ? Is this for real ?,0
1607,"Time to continue cleaning out my closet. Happy, happy, joy, joy. #sarcasm",1
1966,"@BenVolin @ArashMarkazi Everybody just keeps saying ""Gronk and large contingent of Patriots."" Who else is there with Rob?",0
854,"Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.",0
1046,Pulis is available. Will guarantee we stay up #sarcasm,1
1468,"I like how people freak out when they hear I'm still getting paid while I'm off for over 2 weeks. Join the military, duh.",0
3440,@Tchengg @ShareThis but she was white!.IOW guilty of racism by fact of skin color.#Ferguson taught me that. #sarcasm,1
2095,@mediumvillain @deray blacks aren't elite enough to die in hospitals remember? That's only reserved for when police are in casualties...,0
3397,"@bianconerifan @JuveFC1897 LoL its not that bad, budwieser is bad, its like drinking water from the tap...",0
1049,@Monaiza_Diva kabhi I'm messier than usual messy wesay 😣 I need chai & I'm resting for last 2 days. May be this is the reason.,0
1528,Just yelled at #someone #telling me to do #something #youre #not my #mum #mistake was...it was actually my mum,1
1226,I'm a Victoria Secret model. It's such a secret not even Victoria knows. #Not http://t.co/y97N5kTuQz,1
501,@JColeNC thanks for noticing me #sarcasm,1
1473,"You'd hope that a film like that would lose relevance after a couple decades, but nope.",0
2236,Of course one of my lecturers happened to be at the bar/restaurant we are at for my birthday meal...,0
2341,#All #Cute #Dude #Girlygirl #I039m #Into #Is #Not|Please RT: http://t.co/3L4BiH19BE http://t.co/THyRbd1TG9,0
347,Aw thanks mother nature. Merry Christmas to you too! #sarcasm,1
3660,"juugin everything, niggas got warrants to pay #irony",1
502,"Well, weekend is over!|Now it's #TwitterTime again :D|Have a nice monday!|#irony",1
1409,Senate Just Confirmed a New Cabinet Member That Has 2nd Amendment Supporters Furious - The Senate confirme... http://t.co/3TvNFNw8tn,0
773,They are still trying to decide if it's terrorism?? OMG! #sydneysiege,0
3773,@McDonalds I don't think your caramel frappe is salty enough. #sarcasm #McYuck #lostsale,1
142,I miss the days when all my close friends lived in the same city.,0
3043,"We need a #Democracy #NOT #CoPocracy!!! #Police, #MorningJoe! #BlackLivesMatter #DemocracyMatters #Ferguson #EricGarner",0
928,@APMarkLong but it wasn't as bad as that picture seemed to indicate.  You're still a very horrible person.  #sarcasm,1
1900,Goodie bags for 2nd grade are done! #whatsnext?,0
1489,Love that my buses are every half an hour😠😡😤 #not,1
1564,I liked a @YouTube video from @_stylebydani_ http://t.co/QGjcBlZYPt 2015 Challenge! Style By Dani,0
3732,"@Dodgers Gonna miss @TheRealMattKemp, @FlashGJr, @HanleyRamirez and others, but at least we got Howie Kendrick... #Sarcasm #NotStoked #WTF",1
22,"I never cared for Beyonce, bc I could never get a sense of who she was. Her interviews lacked depth. @AZEALIABANKS tho....this girl got IT.",0
1517,Are they allowed to be touching each other's kneecaps like that?? #questionable #NOA #onuchapel #sarcasm,1
2784,@peteswildlife Great. Does that mean he's also giving up hunting and killing wildlife in Europe? #irony,1
1697,"@DIYcookery: A Guide To Coffee 👌 http://t.co/CXJigjMwaa LOL, espresso from that time we went to the Maple Leafs fan fest @sammiebressette",0
486,@f_fizzle did you get fat on your honeymoon?,0
387,You can spit on a rose but it's still a rose.  #contempt  #sarcasm  #mockery,0
2829,Love it when I have a 10 minute wait on @Ticketmaster and as I reach no wait it knocks me back to 10 more minutes. Fantastic. #not,1
2328,All I can say is I'm lucky.,0
2033,Towing company commuter car being towed. #irony http://t.co/O3NbsLQahp,1
1958,@TheVampsband who doesn't?? #sarcasm,1
1993,"To be fair, DeBlasio only asked #BlackLivesMatter folks to stop protesting until the post-funerals. So police protesting him is cool. #irony",1
1368,lol has his website been suspended again? @jumbopaperclips @RBRNetwork1,0
713,Travel and tourism this morning.My favourite lesson whoooo #sarcasm,1
123,@TharaAzzam explains why Inter went all Calciopoli over Juventus...,0
2636,@highfivelife7 why are you so beautiful?!,0
632,I can't waitlove#this#is#love#and#you#cAn#not#tell#me#how#much#this#is#gonna#last#beth#rip#twd#forever#bae... http://t.co/HGOILGoFoS,0
1959,"Canny wait to get my new phone, sneaks and clothes on thursday #payday #would #be #rude #not #too",0
140,@DFDSUKUpdates why all the delays? #not happy,0
3800,#notcias #eu #europ EUA statement on European Commissions EU Investment Plan http://t.co/MXJXW5LOqz,0
1041,Had an insomnia cookie and now I can't sleep #irony,1
1334,Yeah so I'm on a diet🍕 #not http://t.co/RfgZvzuBC5,1
567,@Shaneonair large companies don't pay tax and get away with it.individuals who don't pay get locked up or fined. #irony,1
3791,I've honestly never even watched A Christmas Story. I've only seen random parts.,0
2223,the #irony that the #euphemism #CoerciveControl was #coined by a #MAN but is now #lovingly #appropriated by the #radical #feminist #agenda,1
2625,"@CopperBronzed So when Tory stood up and thanked Ford for his service to the city, I wanted to barf.",0
780,That was a very rememberable new years kiss 😂💋❤️ #lovemyrelationship,0
2108,Sooooooo the #Bears will be looking for an offensive coordinator as well. This bodes well for next season. #sarcasm #whatamess,1
587,Sailing-|×|#me #selfie #ootd #not #cool #not #cute #girl #tumblr #black #style #rock #punk #vsco... http://t.co/sDn3W9Kqvk,0
3294,@Tara_KnowlesMD // LOL...Apparently I leave a big impression. #sarcasm,1
1967,"Dad and step mom bitching at each other, now it's Christmas 😊🎄😤 #sarcasm #ugh",1
3623,"Yo I got ten squad members in Khajo Chris said as he tears up...|""You ain't a gang member..."" Kevin responded |#thuglife #not",1
2600,"Yeah, because that's what's most important. #Sarcasm. The man really is a prized prat. https://t.co/pVUi0cgGYK",1
1597,America released the Cuban spies to get Cuba to release the American spy who caught those Cuban spies. #Irony,1
2082,@benmaller public hammering the Steelers all week. Juicy.,0
1388,Event technology session is having Internet problems.  #irony #HSC2024,1
1710,@ItsAnaBln yeah me! #sarcasm|I should get a more active social life and get away from the internet...,0
3119,There's nothing like almost rear-ending someone because they slam on brakes for no reason to get you alert and ready for an exam!! #not,1
1491,http://t.co/5NzWiNlzi2 #Not so Ugly *Size SMALL* Christmas Sweater Cardi Basic Editions Holiday Vintage http://t.co/dwTxGOdB7z,0
2642,Do I...do I want to know what he has in the bag? #Cthulhu #Christmas #Lovecraft #SantaClaus #funny http://t.co/NhBVda3Q2b,0
1513,"@dirtydeathdog ok thanks,one more question: does a Computer Scientist take the same salary as a Computer Communication Engineer?",0
1006,"#Irony: When some archers fight with ""supple"" bows the way hoplites fight with stiff spears. #Archer=#Hoplite #Bow=#Spear",1
3814,#WTF is happening to these kids??? Are you kidding me with this?? #insulting #KnowYourHistory #WhoIsPaulMcCartney http://t.co/1tjgEdxm0k,0
3377,"@BestProAdvice @IntThings More clean OR cleaner, never more cleaner #irony",0
1314,@fausAlien i don't like yellow but most of my things are yellow. #irony hi kapitana!!! Nagaaral kmi ni @Gel_ALIENlover ASDFGHJKL HUHUHU,1
2447,@FoxNews Hey #Russia ! MAKE MONEY #TWEETING YET?||http://t.co/Q2WB7riAvK <-This #FOXNews Clip explains how||https://t.co/cpJZkEgNe7,0
1539,@adambelz @lee_osp @Vruno is this your first visit to a comment section?,0
3131,@sunlorrie @ctv ??? #Liberal used in same sentence?? Unheard of!! Turn in your keyboard sir! #sarcasm,1
1267,"@TedSkibinski @RedState @PamelaJaneVP Maybe they are going to jump in and land on something that is technically not ""the ground"". ;)",0
637,"Wassup buddy....hows everything. ..will look for you ""@EduMkareThaDj: @IamNickRwigi boss kupotea nayo..Acha hizo #notcool bro #not""",0
1486,My Com professor keeps talking about Twitter. ||Lel,0
633,Main issue with the walking dead- you forget to breathe when you're watching. So bloody good #WalkingDead,0
428,@SkySportsNewsHQ nice to see you admit your errors #Sarcasm  slightly different from your earlier stats for 2014! @TeamAndo180,1
1542,Love watching #latenightfilms. Enjoyed #MockingjayPart1 @cineworld #didsbury. Ta @sophie_louise24. #Grateful to have such a #goodfriend.,0
287,@CNN9ja @bbgalad#he didn't know that before putting him there#they all reck our country#PDP clans do not deserve another day#not even months,0
1458,but he is a lot of laughs @ken_malinowski @hiramabiffarch @HotNostrilsrFun @P4R4L3G4L @RBRNetwork1,0
1079,I just love being told that I wouldn't have gotten hired if my boss knew I was pregnant.. #ha #not,1
1043,You know its a gonna be a good day when your roommate comes in saying she just took her aderol and is about to have an anxiety attack #not,1
963,"@XboxSupport hello, can you give me an guess when Xbox core services will be fixed?",0
2832,@TyQuorshaaa: Jackie Just Had the Best Joke I've Heard In Awhile|#NOT 😂😩🙈🙈🙈,1
2685,The American justice system 👍🙌👏 #sarcasm,1
826,"Can't get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars 🐱🐶",0
3080,"@stuhirst well, people did ask where would have been without McCormack, and here we are",0
1860,It's not possible to have enough time,0
324,@BIBN2010 Weeeeee! You too! I love that xbox live and playstation network are down due to hackers on Christmas. #Sarcasm,1
3541,Beautiful day for climbing mountains... |#NewZealand #earnaview http://t.co/5jtti5qCcH,0
58,that way people get to understand disabilities and not stare at us funny wen we out and about#IDPwD#disability,0
3567,Shameless' accounting firms make vast sums advising rich on how to rip off taxpayers - accounting chief|http://t.co/9BSDuJAKXb < #Irony,0
2182,Jack doesn't understand twitter. Thoughts?,0
2824,"By @imjayded_ ""🔥🔥🔥@dipmag Gears up to release its next issue🔜 'Wifey Series' with #covermodels... http://t.co/DQrKfjmYvL",0
2217,just exactly how I wanted to start my day!!! #not #shitty,1
2828,@FunnyIines: DONT SAY ANYTHING JUST RT https://t.co/UOIlyHPt6G @MikeyOrosz,0
2825,The power went out in Delano. #blackout in some parts.☺🎉 Still #HappyNewYear everyone. #besafe #goodnight,0
3668,@sscottamatthews wtf where did you go,0
3317,@byrddddddd no but i followed you and i saw you posted that so i thot i might add on.....sorry,0
512,"@lkoch99 Wow, neat! & a nice mini tour of Belfast as well. I think you should have asked for one of these for Xmas, Larry!",0
2189,"@JamaicaVaper @Hifistud @OutFrontCNN @CNN This has been my point all along, that TC is proving to be #ecigs best advertiser to teens. #irony",1
2558,At last I can quit work and enjoy life lol #not http://t.co/UdmxqLfviB,1
3162,Walking to school is so awesome #NOT,1
218,"#Forever #Young, Forever #Not #Out, Forever in #our #hearts. |#RIP #PhillipJoelHughes. @vCricketAU @CricketAus",0
3409,Good crowd at the Independence Bowl...#sarcasm,1
1193,Ppl keep snapping me and I can't snap back because I'm looking too good rn #sarcasm,1
1232,@doforsarawak it's a #sarcasm,0
2503,"@Jaketallow but if you feel like it's relevant don't worry about the word limit man, at least you're doing it",0
2979,My glasses are blinding me. #irony,1
2345,"The excitement for #EVC14. |Follow @EVC_India, answer simple questions and win passes for the gig. |#GetEnchanted http://t.co/neaZKoIv7t",0
2805,Still awake sooo that's nice... #not,1
3680,Nit pick at every little thing guys. Keep doing that. That'll show the team you're behind them. #sarcasm,1
1127,I love when I'm taken as a joke...makes me feel so good about myself! #NOT,1
3393,"@davidfarrellfaz LOL aye you're a funny fecker-;) #NOT |And anytime Ironside, you fancy a wee race just let me know!!",1
1629,it  just had to snow and cancel our Vball tournament today...🔫😡😡😡😡 #ball #is #not #life,0
1588,"@_Jencita_ congrats , so cute :)",0
3510,The Grinch Stole My Sanity http://t.co/ufecic7o0f via @Etsy #lol #fun #funny #sarcasm http://t.co/vZanL412f0,1
1540,"I shun the workplace chit chat, to look at what happening on twitter #irony #randomtweet",1
1432,Chenua Achebe - when things fall apart,0
3239,More than word just in this selfie .. The Egyptian legends. |#BestSelfie2014 |#Sarcasm http://t.co/p2GgKDT8Vi,0
256,Pay Ghost Soldiers in Iraq & cut pay of US #Military. #irony #keepyourpromise @SenateDems @Senate_GOPs @thejointstaff http://t.co/353PkrO9yC,1
1377,Meanwhile in Zimbabwe the South African imposed government promises to stamp out corruption. #Irony,1
643,Sure Staff... Now Hiring. #irony http://t.co/HDgfxG7elF,1
2250,"Those mini naps I had all night between sneezing, coughing and blowing my nose were super restful. #sarcasm #fluday4",1
118,Choose your words carefully hurting someone feelings is not the right way to go.,0
2505,"Sarcasm incoming: This weekend is going to be such a great time being grounded with nothing to do but homework, gunna have a blast! #NOT",1
3703,@BrentRivera I have a boyfriend! (#not) *hair flip and walks away*,1
2678,Tiger Woods Is Now Hero Group's Global Brand Ambassador #brand #buzzfeed |Read Story:|http://t.co/ImJof1p8E5,0
3792,China calls US hypocritical on #humanrights but Chinese peace prize goes to Castro (& Putin in 11)? #irony; via @npr http://t.co/DQeoqtEUId,1
2914,"#Twitter pushes people to read, while #Facebook pushes people to breed.|#TrueFact #sarcasm",1
554,Aaaaaaaaand we're back in the ER. Hooray for no sleep! #not,1
2757,Gotta baps that hoe thou,0
2609,#Israel #freezes #funds to #Palestinians #over #ICC #approach. http://t.co/kYY2bOdfs3 via @reuters,0
2304,"@Matt_Mason12 @Dan_Fox13 hahaha good 1, you might own a stadium then rather than the local council ;)",0
2563,"Don't know about y'all but, I'm super excited to get out there clean off my car, shovel and deal with fools on the road. Oh yeah. #sarcasm",1
2444,haven't talked to you in days. that's cool I guess. #not,1
2585,Carphone Warehouse call centre employees are such classy people #sarcasm @CPWTweets,1
2598,"If a foreign power hit Japan's embassy in NYC with a missile, not really an attack on US. In that sense, I agree with you. @Daniel_1stLt",0
1944,I'm fricken peachy today!! #Not,1
3315,Wow I'm seriously dying here 🙈🙈,0
3597,"They decided 2 change King's trunks 2 gold, his logos 2 green & his tights to blue. How creative. #Sarcasm.",1
240,last day of classes #trill except finals whoop #not,1
1308,"This has nothing to do with anything at all, but I hate the word ""fleek"". It sounds like something I'd name my Neopet.",0
1067,Ouch that hurt 😂 #sarcasm,1
799,"@CommunityMike what's the law for parking on a residential street, on the opposite side of the road facing the wrong direction? #curiosity",0
2425,Better than yourself should be the score. Not better than other ones .,0
179,"wow, look at you hotshot. #sarcasm #isthatajoke",1
1600,"#Daesh,#Taliban all need to become part of 'The religion of ""PIECES""|My heart goes out to all the of the victims of #PeshawarAttack",0
3439,@bigcatmpls not hating. me and @Palmster27 were just awesome.,0
3789,Those that are #Not #BritishRoyalty should Not presume #Titles or do any #PublicDuties,0
1712,@MikeLoBurgio @BarackObama protecting the namesake of a #PalinSpawn   #IRONY,1
2155,Munro's facial expression is my facial expression right now😂😂 #But #I'm #not #giving #up #on... http://t.co/ZINla0rapI,0
720,Successful morning doing my essay... #not #ChristmasShopping,1
807,Since when did train fare get so expensive?? Jesus! Might aswell of drove.... Shame I'm drinking #not,1
3143,A chunk of my hair got stuck in the blow dryer and I had to cut it out... That's always fun.. #Not 😑,1
3533,"Well today is off to a great start, might as well be Monday #sarcasm",1
1767,"Workaholics: if you're sick, don't let that stop you from bringing your germs into the office. We all appreciate your commitment. #sarcasm",1
493,I added a video to a @YouTube playlist http://t.co/QbcCGhdoIe Modere Beauty Box Review + Giveaway,0
129,Why am I sick? *looks at other tweets* oh yeah sex... #irony #lame,1
738,@STN_Airport your busy staff #not standing about when people queue #joke http://t.co/IS904hBqnK,1
1799,watching Elf was a prime decision tonight,0
1924,I literally get to pamper myself all day tomorrow and get cray with Julia and Raven in the Bay. #whatmorecouldaguyaskfor,0
1050,Claybo Dawson and I are @jsteigleman 's #squadgoals 😎,0
2754,Some #tblightning action along the boards at @amaliearena in #Tampa #fuji #x30 #boltssocial #bethethunder http://t.co/eX5dRuepkM,0
2039,#notcies #eu Keeping deficits down: How successful is the EUs budget-surveillance mechanism? http://t.co/2oRy3l6hiW,0
172,That was the cutest thing ever 😍😘,0
612,You really know how to treat a girl #not,1
788,I'm over these white hoes #not,1
3698,Finals week plus hearing that my grandma is in the ICU = amazing #sarcasm #letmegohome,1
1143,"@wilw you didn't make enough of a blót to Ullr (God of Hunting, Skiing, and I assume hockey).",0
910,"#Love is far more important than #money!|The problem is, you only know it once you have money!|#irony #life #humanity",1
1385,I just love being wide awake at 4am #not,1
3220,We spend our childhood in a hurry to grow up and when we grow up we want to retain our childlike nature! #justsaying #irony #lifegoals #kids,1
162,"@PeterEgan6 The badger crusade continues.|""Gloucestershire badger patrols triggered by illegal trapping fears""|http://t.co/rF5aAmpC5n",0
2547,@Rockprincess818 @texasfreedom101 Progressive socialism & liberalism must push the victim hood idea in order to continue.,0
3573,TNT replaying the Cavs-Knicks game...maybe the knicks will win this time #sarcasm,1
3285,How did I miss that there was a Taken2? #sarcasm,1
2192,@AK_aka_Amazing Aah yes rajneesh saab lol controversial figure he was,0
1059,Few things are more amazingly wonderful than getting up early on a Monday morning to start the work week!!!!!! #sarcasm #needmoresleep 😴💤😕,1
2032,"The silence in #TimesSquare for #EricGarner last night is only broken by #NYPD siren. #irony, watch on ifussss app. http://t.co/4qJQ9lM07U",1
1779,@BestProAdvice: http://t.co/yRl7MbKNzB #Not true....you can't replace your one and only mam.,0
2105,Ay after 2 hours nareceive ko rin yung message haha thanks globe #not,1
64,"Rogers, that smile just so accurately captures my reaction when I receive an extra high phone bill! #not #sarcasm http://t.co/vFP1ehx7yL",1
2301,"Now that i can seem to afford good things, material things in life...its the simple things that i need and really want...#irony of my life",1
2606,Glad @jbrew_22 is excited to see me..... #not😒,1
3753,@ChanaChristine haha they were never nice. Guess I'm not cool enough 😔 #sadface #not,0
2415,Wishing my relationship was that real #not,1
3578,@beezageeza I'm smarter than most people who lie to me. I have fun picking the holes in their stories.,0
1093,"When someone on a conference call talks about ""housekeeping items"". Grrr.",0
1280,Zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||He runs Facebook||#Irony,1
1943,Great start to the day #not,1
3149,"@COD_WATP he offered it but he made it sure the board refused double 16m in October, all in Rangers interest #Not",1
2442,Oh look - wrapping presents is SO easy...here's the video to prove it!!!|http://t.co/f6QFevN0Ka,0
3813,Two Broke Rednecks father/daughter riffing team who make fun of old educational films n more http://t.co/okfWzkWOmQ | http://t.co/7QG3iFJAyu,0
2494,@BigAlMLM Please give me a Follow Back.,0
2968,"Well done @Conservatives, you're doing a great job #sarcasm ""@SkyNews: A&E Waiting Times Worst Since Records Began http://t.co/bKkeZqtEuL""",1
134,#DIY. Change your #MobileCover every day now. Enjoy! http://t.co/FbDDXMien9,0
170,When you return in kind then so called friends label you as being unkind. :),0
135,Happy 2nd anniversary to me in SGV. Happy OT here in client. Woohoo. I loooooove my job. Super. More years to go!!!!!!!!! #NOT,1
1255,"It's too bad all this is happening to #TheInterview, it looks like a really good movie. #sarcasm",1
1623,Stuck behind someone who can't do the speed limit #lateforwork #fuck #happymonday #not,1
1903,And then there was none. Goodbye beard (of sorts) #MensFashion #not http://t.co/OXvQMOBzSB,1
2966,@KevDGrussing Makes me so proud to be an American #sarcasm,1
462,Ohh he can climb a rope? Just like every other commando? Super talented. #sarcasm #TakeMeOut,1
2695,The mouse's first incepted memory was just the sound: BRAAAAAAWWWWWWWWWP!,0
3064,I refuse to be weak... #workout #motivation #fitfam http://t.co/rk4iq1eOU7,0
1315,"Love ya Jerry, but what the heck was that?",0
1673,Lol. Imagine being gay and working in a fudge packing factory. #irony,1
3330,"#Sometimes the best thing you can do|is to not think,#not worry,#not obsess.|Just have faith that everything will|work out for the #best.",0
3496,well .. that was a nice text to wake up to #not .,1
1858,Look! It's a white Christmas after all! #Sarcasm #MinnesotaProblems http://t.co/fFGDuJxgBj,1
1535,@lavina_khatwani @Vh1Supersonic is giving you a chance to win 10 #GoSupersonic #Goa passes. Follow them for more details. |#SuperDayLineup,0
1773,"There's no such thing as ""too much ammo""",0
1855,@The_Macallan @WeeRockWhisky patio tumbler goodness #Mac12days,0
1769,@SR_Duncan @JojoKaliski I love how JoJo has kept it classy....#irony,1
745,"@WNSource So we can see Reigns do a lame superman punch & a spear? Gee, can't wait! #RAW #sarcasm",1
167,@mrjamieeast I think it was the hotel owners...,0
793,@jaketapper CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- http://t.co/2667mS1bHz ||Start at http://t.co/GViBiZ4ZsH beatsEBT,0
599,My son is so thoughtful he loves taking snacks for the class.# always thinking of others #raising him right #not selfish,0
3002,The routine texting irks my nerves the most but I guess it's the thought that count #NOT #needAnewRoutine,1
111,Can you write your name on a paper and take a picture ... — I can but I'm busy answering this question oh... #Irony http://t.co/hRysVyLpBI,1
3758,"So far today: 1 ruined mug, I've cried twice, I've gotten 0 things on my To-Do List done and I'm 100% furious. #GoodStartToTheDay #Not",1
3106,I work in front of laptop for 8 hours a day and suffer terrible dry eye. #bloodshot #irony #eyerony,0
3130,@the_mullinator @JumaaneWilliams I'm sure it's largely ignored in practice. In NY you can't do any govt work if you have convicts #irony,1
1477,Coin ! WatcherOnAWall: Anyone else find it sad that we have to remind Conservative Republicans that Torture is wrong? #TortureReport #Not...,1
97,Planned on an early night last night.. Oh yaa course that happened.. #not #gotinterupted,1
640,#Sarcasm :-|Gifted by the God|Improved with Skills| #KarmicThought #WiseWord,1
625,Please instagram all your xmas presents I'm dying to see them #not #nobodycares,1
42,"I THOUGHT WHAT WE HAD WAS REAL, HOW COULD YOU BE FINE? COZ I'M NOT FINE AT ALL Oh wait. Fixed the caps lock ^.^ #Sarcasm #LaughNow .o.",1
1174,##to#our#countries#special#dedication#to#ma#Syrian#friends#you're#not#alone#instalisten#by#heart#voice# http://t.co/jOHtHVBKOw,0
2061,"@tweetkumud we are here to fight endlessly and change the system, atleast I am not going anywhere irrespective of result #AK4Delhi",0
3300,"Same as what Whoopi said about rape of 13 yo by Roman Polanski. Not ""rape rape"" b/c she was drugged. http://t.co/q0a0PWMghK via @JustJared",0
2455,Sending best wishes to all my coworkers at the 9AM this morning #Not,1
3779,It's brrrrrrr kinda feel & who would go to the kitchen to make coffee ....,0
3320,It's currently Fair and 4℃ outside.,0
3666,"When a teacher says ""come in tomorrow morning for help"" but they are never in their classroom #wow #thanksforthehelp #not",1
1185,yet you cant provide ANY source that shows it @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin @CoutoPanda,0
757,Can't wait to see that he has not talked to me and that he will never do it. #irony,1
3739,"If I carried on the way half the men do on here, I'd be getting called a crank (amongst other things) and be asked if I had #PMT... #Irony💅",1
154,@baltimoresun Hate it. Go back to the old format please.,0
