tweet,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
You on your best behaviour is me on my worst,1,1,10,15.41,99,63.35,1,10,10,90,90,70,40,40,20,0,20,0,0,0,20,0,0,20,10,0,0,0,10,20,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Between Mikey cooking and Didi cooking for me I relaxing : smiling_face_with_sunglasses : cooking ? ? I do n't know her,1,1,17,29.85,2.18,83.69,95.42,8.5,35.29,76.47,52.94,47.06,23.53,23.53,17.65,0,0,5.88,0,0,5.88,0,0,11.76,5.88,0,5.88,0,11.76,0,0,0,0,0,0,5.88,0,5.88,5.88,0,0,0,0,0,0,5.88,5.88,0,5.88,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,5.88,5.88,0,0,0,0,17.65,0,0,0,0,0,0,17.65,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,47.06,0,0,11.76,0,5.88,29.41,0
tex-mex restaurants that stop serving breakfast tacos after 10:30 / 11 am are the reason i have trust issues,1,1,19,36.67,14.81,70.28,,19,15.79,84.21,36.84,36.84,10.53,5.26,5.26,0,0,0,0,5.26,10.53,5.26,15.79,5.26,15.79,0,5.26,0,15.79,0,0,5.26,5.26,0,0,21.05,0,5.26,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,15.79,0,0,0,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,10.53,0,10.53,0,0,0,0,0,0,15.79,0,0,0,0,0,15.79,0
sadly the only reason i stop making tiktoks is because my phone is about to die ...,0,1,16,26.1,1.71,89.39,1,16,12.5,93.75,62.5,50,12.5,12.5,12.5,0,0,0,0,0,12.5,6.25,0,6.25,12.5,6.25,6.25,0,25,0,0,0,0,0,0,50,12.5,18.75,6.25,18.75,0,0,0,0,0,6.25,0,6.25,6.25,0,6.25,0,0,6.25,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,12.5,12.5,0,0,0,0,0,18.75,18.75,0,0,0,0,0,0
"Oh thank you irrelevant company 700 another christmas advert . Just what I need , another feel good marketing campaign to buy things i dont need .",1,1,24,5.64,1.71,68.87,83,12,29.17,95.83,62.5,41.67,29.17,12.5,8.33,0,4.17,0,0,16.67,8.33,0,4.17,4.17,4.17,4.17,0,4.17,20.83,0,8.33,4.17,0,0,4.17,33.33,0,25,8.33,0,8.33,0,0,8.33,0,12.5,8.33,4.17,4.17,4.17,0,0,0,0,0,20.83,12.5,4.17,4.17,0,0,4.17,4.17,0,0,0,0,4.17,4.17,0,0,16.67,0,0,8.33,8.33,4.17,0,0,0,0,0,0,0,0,0,8.33,0,4.17,0,0,0,0,0,0,20.83,4.17,0,0,0,0,0,4.17,4.17,0,8.33,0,4.17,0,0,4.17,0,12.5,8.33,4.17,0,0,0,0,0
"@USER @USER “ Please get a free shot or take a once weekly nose swab . We will literally pay you to take time off to get the shot ” - Czar Nicholas , King George , Charles I , and so on .",1,1,36,79.79,92.24,22.12,64,18,8.33,75,58.33,41.67,8.33,8.33,2.78,2.78,2.78,0,0,0,11.11,8.33,2.78,11.11,2.78,5.56,8.33,0,13.89,5.56,2.78,8.33,2.78,0,5.56,11.11,0,2.78,0,0,0,2.78,0,2.78,0,2.78,2.78,0,0,0,0,0,0,0,0,13.89,2.78,2.78,2.78,0,0,0,11.11,0,0,0,5.56,2.78,2.78,0,0,2.78,0,0,0,2.78,0,2.78,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,8.33,0,0,2.78,0,0,0,0,0,27.78,5.56,8.33,0,0,0,13.89,0
Men will literally fake an injury on the football field instead of going to therapy,1,1,15,99,40.06,1.91,1,15,26.67,86.67,46.67,46.67,0,0,0,0,0,0,0,0,13.33,13.33,0,20,6.67,6.67,0,0,13.33,0,0,0,0,0,0,13.33,0,6.67,0,0,0,0,0,6.67,0,13.33,0,13.33,0,0,0,0,0,0,0,13.33,6.67,0,0,0,6.67,0,6.67,0,0,0,6.67,0,0,0,0,6.67,6.67,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
So happy to be alive today .,0,1,6,10.19,,39.59,99,6,0,100,83.33,50,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,16.67,16.67,0,16.67,33.33,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0
I ' m in Canada so like Happy 4rth ?,1,1,8,62.1,1.71,89.39,99,8,0,75,62.5,50,12.5,12.5,12.5,0,0,0,0,0,0,0,12.5,25,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12.5,0,12.5,0,0
"@USER @USER they probably filled in the ground with something too dense for the roots to get into . clay or something like that",0,1,23,94.33,40.06,74.45,,11.5,13.04,78.26,73.91,65.22,17.39,4.35,0,0,0,0,4.35,13.04,13.04,8.7,0,26.09,0,8.7,4.35,0,4.35,4.35,0,0,0,0,0,17.39,0,17.39,0,0,0,17.39,0,4.35,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,0,0,8.7,17.39,0,0,17.39,0,0,0,0,0,0,0,0,0,0,0,0,13.04,4.35,0,0,0,0,8.7,0
"@USER Only joking ... keep it real . HR professionals have a life too ... : thinking_face :",1,1,13,31.07,,,99,3.25,15.38,76.92,53.85,38.46,7.69,0,0,0,0,0,0,7.69,7.69,7.69,0,0,7.69,15.38,0,0,15.38,15.38,0,0,0,0,0,7.69,0,7.69,0,0,0,0,7.69,0,0,15.38,15.38,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.62,53.85,0,0,0,0,30.77,0
my grandpa has covid so i made a lil care package with his fave snacks and a big blanket . he ' s vaccinated and it ' s still hitting him hard . i ' m really sick and tired of the my body my choice mentality behind anti vaxxers bc it ' s not just your body you ' re making a choice for . god .,0,1,59,29.33,50.15,7.47,1.14,14.75,11.86,86.44,64.41,52.54,20.34,16.95,8.47,0,3.39,5.08,0,3.39,15.25,6.78,0,8.47,1.69,6.78,8.47,1.69,6.78,6.78,3.39,1.69,1.69,0,0,15.25,0,13.56,3.39,5.08,0,0,1.69,1.69,0,10.17,3.39,6.78,5.08,0,5.08,0,0,0,0,11.86,1.69,1.69,0,0,0,0,10.17,1.69,0,0,6.78,0,0,0,0,1.69,0,0,0,0,1.69,8.47,3.39,3.39,0,0,0,0,1.69,0,0,0,0,0,0,5.08,0,0,0,3.39,3.39,0,0,1.69,0,0,1.69,0,1.69,1.69,0,5.08,5.08,0,0,0,15.25,6.78,0,0,0,8.47,0,0
The Prime Minister is an honest Injun as honest as midsummer ' s day is long,1,1,15,89.52,10.48,19.26,99,15,13.33,86.67,66.67,40,0,0,0,0,0,0,0,0,13.33,13.33,0,13.33,13.33,0,13.33,0,13.33,20,13.33,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,13.33,0,0,0,0,0,0,0,6.67,13.33,13.33,0,0,0,13.33,0,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,6.67,0,0,0,6.67,0,13.33,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0
Everton are doing really well at the minute ! Really happy with their efforts,1,1,13,31.07,81.78,2.93,99,6.5,15.38,92.31,84.62,69.23,7.69,7.69,0,0,0,0,7.69,0,15.38,7.69,0,15.38,15.38,23.08,0,0,15.38,7.69,7.69,7.69,0,7.69,0,30.77,0,15.38,0,0,0,0,15.38,0,0,15.38,15.38,0,7.69,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0
Great time for sim and I to have our weekly life update ... : first_quarter_moon_face : : last_quarter_moon_face : : koala : ( closest thing to an owl ) : zzz : : zzz : : zzz : : sleeping_face :,1,1,24,82.63,64.67,89.39,83,12,16.67,79.17,50,37.5,12.5,8.33,4.17,4.17,0,0,0,4.17,8.33,4.17,0,12.5,4.17,0,4.17,0,4.17,12.5,0,4.17,4.17,0,0,12.5,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,16.67,16.67,0,0,4.17,0,12.5,0,16.67,0,0,0,0,0,0,0,0,108.33,12.5,0,0,0,0,95.83,0
complained about my job for weeks but i just cried after my last shift :(,0,1,15,22.17,1,99,1,15,6.67,93.33,73.33,53.33,20,20,20,0,0,0,0,0,13.33,0,0,20,0,13.33,13.33,0,6.67,0,6.67,0,0,0,0,33.33,0,6.67,0,0,0,0,0,6.67,0,20,0,20,20,0,20,0,0,13.33,0,13.33,13.33,0,0,6.67,0,13.33,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13.33,0,0,6.67,6.67,0,0,0,13.33,0,0,0,0,0,13.33,0
"@USER As a self-appointed rep of Baylor , we would welcome you back anytime",0,1,13,74.95,99,2.93,99,13,23.08,69.23,46.15,46.15,15.38,15.38,0,7.69,7.69,0,0,0,7.69,7.69,0,15.38,7.69,0,7.69,0,7.69,0,0,15.38,15.38,0,0,15.38,0,15.38,0,0,7.69,7.69,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,23.08,7.69,0,7.69,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,23.08,0,7.69,0,0,0,15.38,0
Entered a scramble yesterday at the orchards and won double the money I paid .. Free cash .,0,1,16,98.55,11.66,89.39,99,8,25,93.75,68.75,37.5,6.25,6.25,6.25,0,0,0,0,0,18.75,18.75,0,6.25,0,0,6.25,0,18.75,12.5,0,6.25,0,6.25,0,18.75,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,12.5,12.5,0,12.5,0,0,0,0,6.25,25,0,0,0,0,0,0,0,18.75,18.75,0,0,0,0,0,0
It ' s been a blissful 2.5 hours of sleep tonight,1,1,10,89.52,,63.35,99,10,20,90,50,40,10,0,0,0,0,0,0,10,10,10,10,10,10,0,0,0,10,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,20,10,0,0,0,10,0,0
"@USER Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed ( sic ) tee-shirt - you made my Friday night sir ... just awaiting your instructions so I can wire the money ...",1,1,47,12.22,98.95,57.41,83.95,23.5,21.28,78.72,59.57,48.94,19.15,19.15,8.51,0,10.64,0,0,0,10.64,6.38,0,4.26,4.26,4.26,14.89,0,12.77,2.13,0,4.26,2.13,0,2.13,17.02,0,4.26,0,2.13,2.13,0,0,0,0,4.26,4.26,0,0,0,0,0,0,0,0,25.53,14.89,4.26,6.38,0,0,6.38,14.89,0,0,0,4.26,0,0,0,0,4.26,0,0,2.13,2.13,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,0,0,0,0,0,0,12.77,8.51,2.13,0,0,0,0,0,0,23.4,12.77,0,0,0,0,10.64,0
Social Care for the young is basically a bath board and bed rest and your done .,1,1,16,43.4,94.84,1.63,99,16,6.25,93.75,75,56.25,6.25,6.25,0,0,6.25,0,0,0,18.75,12.5,0,6.25,12.5,6.25,12.5,0,18.75,12.5,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,18.75,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,12.5,6.25,6.25,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0
i love acknowledging the other twinks on campus hi friends ! !,0,1,10,97.77,3.95,63.35,99,10,20,100,40,40,10,10,10,0,0,0,0,0,20,10,0,10,0,0,0,0,0,10,0,10,10,0,0,10,0,10,0,0,0,0,0,10,0,20,20,0,10,10,0,0,0,0,0,40,30,0,10,0,0,10,10,0,10,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0
"I just read , "" oftenly "" and threw up in my mouth a little .",1,1,12,73.36,1,99,,12,8.33,91.67,83.33,58.33,16.67,16.67,16.67,0,0,0,0,0,16.67,8.33,0,16.67,0,8.33,8.33,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8.33,16.67,0,0,0,0,8.33,0,0,0,0,0,0,0,33.33,8.33,8.33,0,0,0,16.67,0
I finished my MBio in Biomedical science this week and today I found out I ' m graduating with a final mark of 77 % ( distinction ) :p artying_face : so proud of myself,0,1,30,69.05,1,99,72.45,30,20,83.33,66.67,46.67,20,16.67,16.67,0,0,0,0,3.33,10,3.33,3.33,16.67,0,3.33,6.67,0,3.33,10,3.33,10,0,10,0,23.33,0,6.67,3.33,0,0,0,0,3.33,0,3.33,3.33,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,6.67,6.67,0,0,6.67,0,0,0,13.33,3.33,3.33,0,3.33,3.33,0,0,0,23.33,0,0,0,0,3.33,20,0
YOU HAVE TO understand that people fight INVISIBLE battles . do n't invalidate anyone ' s feelings .,0,1,15,22.17,99,19.26,1,7.5,33.33,80,46.67,33.33,20,6.67,0,0,6.67,0,0,13.33,6.67,0,0,6.67,13.33,0,0,0,20,6.67,0,6.67,0,0,6.67,20,0,20,13.33,0,0,6.67,0,0,0,13.33,0,13.33,0,0,0,0,0,0,0,33.33,13.33,0,0,13.33,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,6.67,13.33,0,0,0,6.67,0,6.67,0,0,0,13.33,0,0,0,0,0,26.67,13.33,0,0,0,13.33,0,0
Did you know ? Abuse and alcoholism and depression will just : sparkles : disappear : sparkles : if the country is opened completely during a pandemic ? #trumpisanidiot #bidenharris2020,1,1,24,26.1,64.67,89.39,1,8,41.67,95.83,58.33,50,4.17,4.17,0,0,4.17,0,0,0,8.33,8.33,4.17,4.17,12.5,8.33,12.5,0,20.83,0,0,4.17,0,0,4.17,29.17,0,12.5,4.17,0,0,4.17,4.17,4.17,0,12.5,0,12.5,4.17,0,4.17,0,0,4.17,0,8.33,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,4.17,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,20.83,0,0,12.5,8.33,0,0,4.17,8.33,4.17,4.17,0,0,0,0,0,33.33,0,0,8.33,0,0,25,0
love when my boss micromanaged me (:,1,1,7,1,1,99,99,7,14.29,85.71,57.14,42.86,28.57,28.57,28.57,0,0,0,0,0,14.29,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,28.57,28.57,0,28.57,28.57,0,0,0,0,0,28.57,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,14.29,14.29,0,0,0,28.57,0,0,0,0,0,28.57,0
"For anyone with Three network , you can upgrade or pre order over the phone , online has n't been updated .",0,1,19,67.62,90.88,8.42,,19,15.79,78.95,63.16,57.89,10.53,5.26,0,0,5.26,0,0,5.26,10.53,5.26,5.26,15.79,15.79,0,5.26,0,15.79,5.26,5.26,5.26,0,0,5.26,31.58,0,15.79,0,0,5.26,10.53,0,5.26,0,0,0,0,0,0,0,0,0,0,0,15.79,5.26,0,0,0,0,5.26,10.53,0,0,0,0,10.53,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,5.26,0,0,0,5.26,5.26,10.53,0,0,0,0,0,0,21.05,5.26,10.53,0,0,5.26,0,0
"At least half of my days are still bad days and let me tell you , i ' ve never once killed 8 people because of it . A true miracle apparently",1,1,29,13.62,22.04,86.26,1,14.5,10.34,93.1,82.76,58.62,17.24,13.79,10.34,0,3.45,0,0,3.45,13.79,3.45,6.9,10.34,3.45,13.79,6.9,3.45,10.34,13.79,17.24,3.45,0,0,3.45,27.59,3.45,10.34,0,3.45,0,3.45,0,0,0,6.9,0,6.9,3.45,0,3.45,0,0,0,0,13.79,6.9,0,0,3.45,0,3.45,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,6.9,3.45,0,0,0,3.45,0,0,13.79,3.45,3.45,0,0,0,0,0,0,10.34,3.45,3.45,0,0,3.45,0,0
Boris Johnson is entirely trustworthy and honest and there was obviously no Christmas Party in Number 10 this time last year,1,1,21,5.14,16.63,97.09,99,21,23.81,90.48,61.9,47.62,4.76,0,0,0,0,0,0,4.76,9.52,0,4.76,4.76,9.52,14.29,9.52,4.76,9.52,4.76,14.29,9.52,9.52,0,0,42.86,4.76,9.52,0,0,0,0,9.52,0,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,9.52,4.76,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,9.52,0,0,9.52,0,0,0,19.05,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"will never understand why ppl do meth , , just buy a shit tonne of incense in bulk stupid",1,1,17,46.7,12.77,46.57,1,17,11.76,88.24,70.59,47.06,0,0,0,0,0,0,0,0,5.88,5.88,0,11.76,11.76,17.65,0,5.88,17.65,5.88,5.88,0,0,0,0,23.53,5.88,11.76,5.88,5.88,0,0,0,0,0,11.76,0,5.88,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,0,0,0,5.88,0,5.88,0,0,0,0,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,5.88,0,0,5.88,0,0,0,5.88,0,0,5.88,5.88,5.88,0,0,0,11.76,0,11.76,0,0,0,0,0
"@USER SO PROUD OF YOU",0,1,5,3.8,99,,99,5,0,80,80,60,20,20,0,0,20,0,0,0,0,0,0,20,0,20,20,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,20,20,0,20,20,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0
"3 classes down , 2 more to go and then I ' m halfway finished college : flushed_face :",0,1,15,77.34,10.48,99,,15,33.33,80,46.67,40,6.67,6.67,6.67,0,0,0,0,0,6.67,0,13.33,13.33,0,0,13.33,0,6.67,6.67,6.67,6.67,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,13.33,0,6.67,13.33,0,0,0,13.33,0,0,0,0,0,0,0,0,33.33,0,6.67,0,0,6.67,20,0
"I ' ve spent a thousand dollars in four days and the vet has given me an estimate that it will be an additional thousand over the next couple months for treatment Your generosity has been so helpful , I appreciate everyone who ' s helped however they can !",0,1,46,23.51,53.04,60.36,99,46,23.91,93.48,86.96,63.04,19.57,13.04,6.52,0,2.17,0,2.17,6.52,21.74,10.87,6.52,6.52,13.04,4.35,6.52,0,21.74,4.35,19.57,2.17,2.17,0,0,34.78,2.17,8.7,2.17,0,2.17,2.17,0,2.17,0,8.7,8.7,0,2.17,2.17,0,0,0,0,0,17.39,8.7,8.7,0,0,2.17,0,8.7,0,0,0,0,0,0,0,0,6.52,0,0,2.17,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,6.52,10.87,6.52,2.17,0,0,0,0,0,8.7,0,2.17,0,2.17,4.35,0,0
"Wow , can't wait to go into ANOTHER lockdown : face_with_rolling_eyes :",1,1,9,66.04,1,99,,9,33.33,77.78,77.78,44.44,11.11,0,0,0,0,0,0,11.11,11.11,0,0,22.22,11.11,0,0,11.11,33.33,0,11.11,0,0,0,0,22.22,0,22.22,0,0,11.11,0,0,22.22,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,11.11,22.22,0,0,0,11.11,0,11.11,0,11.11,0,0,0,11.11,77.78,0,11.11,0,0,11.11,55.56,0
". @USER anyway you ' d want to come to the Jazz ?",0,1,10,97.77,99,7.03,,10,0,80,70,50,10,10,0,0,10,0,0,0,10,10,0,20,0,10,0,0,20,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,10,0,10,10,0
went to check out the bios of the ( exclusively ) hipster dudes that work in a rival boutique goods store and found out they all traveled internationally during the pandemic : upside-down_face : : upside-down_face : : upside-down_face :,1,1,32,99,75.49,96.5,1.56,32,28.13,81.25,62.5,50,6.25,3.13,0,0,0,0,3.13,3.13,18.75,12.5,0,18.75,0,6.25,3.13,0,9.38,0,3.13,6.25,0,3.13,3.13,12.5,3.13,6.25,3.13,0,0,0,0,3.13,0,3.13,0,3.13,0,0,0,0,0,0,0,12.5,3.13,0,0,3.13,0,0,9.38,0,3.13,0,3.13,0,0,0,0,6.25,0,0,3.13,3.13,0,3.13,3.13,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38,21.88,3.13,6.25,12.5,0,0,0,3.13,9.38,0,0,3.13,3.13,0,0,0,43.75,0,0,0,0,0,43.75,0
"Dear @USER , I see your enticing #Thanksgiving offer that ends on 2 Dec . I wanted to ask if you ' re aware that #Chanukah starts on 10 Dec , continues for 8 days & that traditional Chanukah fare is actually #DOUGHNUTS ? ? :d oughnut : :d oughnut : #justsaying #AskingForAFriend #opportunity",1,1,45,59.67,53.33,32.09,97.84,15,28.89,66.67,48.89,31.11,15.56,8.89,4.44,0,4.44,0,0,6.67,8.89,0,6.67,8.89,2.22,2.22,2.22,0,11.11,6.67,2.22,4.44,2.22,2.22,0,22.22,0,8.89,2.22,0,2.22,2.22,2.22,2.22,0,6.67,6.67,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,2.22,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,4.44,0,0,2.22,4.44,2.22,0,0,2.22,0,0,8.89,2.22,6.67,0,0,0,0,0,0,40,2.22,4.44,4.44,0,2.22,26.67,0
my favorite gay drama is the social network,1,1,8,62.1,1.71,15.38,99,8,25,75,75,37.5,12.5,12.5,12.5,0,0,0,0,0,25,12.5,0,0,12.5,0,0,0,12.5,37.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
