index,label,tweet,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
404,0,Knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans... http://t.co/JFPPE1PMsP,1,11,71.44,99,50.45,99,11,63.64,72.73,27.27,9.09,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,45.45,27.27,18.18,9.09,9.09,0,0,0,0,0,36.36,18.18,0,0,0,9.09,0,18.18,9.09,0,0,9.09,9.09,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,100,27.27,0,0,0,0,72.73,0
405,1,@dukeblueplanet @CoachKaman The number 2 play was awesome. #sarcasm,1,9,89.52,92.24,,99,4.5,44.44,88.89,44.44,22.22,0,0,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,0,0,0,11.11,11.11,11.11,11.11,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,33.33,22.22,11.11,11.11,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,44.44,11.11,0,0,0,0,33.33,0
406,1,well .. that was a nice text to wake up to #not .,1,11,89.52,1,50.45,99,5.5,0,100,81.82,72.73,9.09,0,0,0,0,0,0,9.09,18.18,9.09,0,27.27,9.09,9.09,0,9.09,9.09,9.09,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,9.09,0,18.18,18.18,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,36.36,27.27,0,0,0,0,9.09,0
407,0,"#phillhughes #63 #not #out we will miss u always respect for u http://t.co/1bJQAKjyxl",1,13,14.06,99,81.58,99,13,15.38,92.31,61.54,61.54,23.08,23.08,0,7.69,15.38,0,0,0,0,0,15.38,15.38,7.69,7.69,0,7.69,7.69,0,0,15.38,7.69,0,7.69,23.08,7.69,7.69,0,0,0,0,0,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,38.46,7.69,7.69,0,0,0,0,23.08,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,7.69,0,0,0,7.69,0,0,7.69,15.38,15.38,0,0,0,30.77,0,0,0,0,0,30.77,0
408,1,@PeteKopite the lineup is full of goals and offensive intention #LFC #sarcasm,1,12,89.52,,3.81,1,12,33.33,75,41.67,33.33,0,0,0,0,0,0,0,0,8.33,8.33,0,8.33,8.33,0,8.33,0,8.33,8.33,8.33,8.33,0,8.33,0,16.67,0,8.33,0,8.33,0,0,0,0,0,25,8.33,16.67,8.33,0,8.33,0,8.33,0,0,8.33,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,8.33,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,25,0,0,0,0,0,25,0
409,1,@ShotofPatron #NoodleScene anyone? He was so zen there. #not. Oh! wait! But #deadHenry and #bouncebackAnnie. Silly me! All makes sense now!,1,21,1,4.61,97.09,,2.63,19.05,85.71,71.43,52.38,14.29,9.52,4.76,0,0,4.76,0,4.76,4.76,0,0,0,4.76,14.29,14.29,4.76,14.29,4.76,4.76,0,0,0,0,38.1,4.76,23.81,4.76,4.76,0,4.76,0,9.52,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,9.52,0,0,0,4.76,0,0,0,0,4.76,0,0,0,0,4.76,9.52,4.76,0,4.76,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,4.76,9.52,0,0,4.76,0,0,4.76,9.52,4.76,9.52,0,4.76,0,0,4.76,0,61.9,14.29,0,4.76,19.05,0,23.81,0
410,1,Well here comes another 6+ page paper. #ilovecollege #not,1,9,1.78,1,99,99,4.5,22.22,66.67,55.56,44.44,11.11,0,0,0,0,0,0,11.11,11.11,0,11.11,0,0,22.22,0,11.11,11.11,0,11.11,0,0,0,0,22.22,0,22.22,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,11.11,22.22,0,0,0,0,0,11.11,0,0,0,0,0,0,44.44,11.11,0,0,0,0,33.33,0
411,0,@aerial_photog @Dji def understandable.i'm ok with that. trying to find anything up here on this has been impossible.,1,19,12.74,3.34,93.14,,9.5,21.05,84.21,68.42,57.89,21.05,5.26,5.26,0,0,0,0,15.79,10.53,0,0,15.79,21.05,5.26,0,0,15.79,5.26,0,0,0,0,0,47.37,0,15.79,5.26,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,10.53,10.53,0,0,10.53,0,0,0,0,5.26,10.53,0,5.26,0,5.26,0,0,36.84,15.79,0,0,0,5.26,15.79,0
412,0,"#Blame #Bad #Luck, #Not #Genes #as #Cause #of #Most #Cancer #Types. Here's #Why: Heredity and environmental factors... http://t.co/B4M19gf5U0",1,18,33.38,2.75,10.18,1,9,16.67,77.78,44.44,38.89,0,0,0,0,0,0,0,0,5.56,0,5.56,11.11,5.56,11.11,11.11,5.56,5.56,11.11,5.56,0,0,0,0,22.22,0,16.67,0,11.11,0,0,0,5.56,0,16.67,5.56,11.11,5.56,0,5.56,0,0,0,0,5.56,5.56,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,5.56,0,0,0,0,0,5.56,0,0,0,0,0,0,105.56,22.22,5.56,0,0,5.56,72.22,0
413,1,"@Bad_Cat_ Wow, that is just so funny... #not",1,8,1,1,15.38,99,4,0,87.5,87.5,62.5,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,25,12.5,12.5,12.5,12.5,0,0,0,0,0,25,0,12.5,0,0,0,0,0,12.5,0,25,12.5,0,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,12.5,100,37.5,12.5,0,0,0,50,0
414,1,@cringetalk @geob157 ^^^^ IMAGINE THAT? Never would have guessed #sarcasm,1,9,1,2.75,77.17,1,4.5,55.56,100,66.67,44.44,11.11,0,0,0,0,0,0,11.11,11.11,0,11.11,0,22.22,11.11,0,11.11,44.44,0,0,0,0,0,0,44.44,11.11,33.33,22.22,0,11.11,11.11,0,0,0,22.22,0,22.22,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,88.89,0,0,11.11,0,0,77.78,0
415,1,Last day of school it was so much fun but not much people came. what a shocker #sarcasm,1,18,19.76,2.75,96.01,20.23,9,11.11,100,72.22,55.56,11.11,0,0,0,0,0,0,11.11,16.67,5.56,0,5.56,5.56,5.56,11.11,5.56,11.11,16.67,16.67,0,0,0,0,27.78,0,11.11,0,0,0,0,0,11.11,0,16.67,5.56,5.56,11.11,5.56,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,11.11,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,5.56,0,5.56,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,11.11,5.56,0,0,0,0,5.56,0
416,1,@mrjohner @cebsilver We can vote Republican! Their Civil rights record and their ability to empathize is amazing. #sarcasm.,1,18,19.76,99,1,20.23,6,38.89,83.33,38.89,38.89,16.67,16.67,0,5.56,0,0,11.11,0,11.11,0,0,5.56,11.11,0,5.56,0,11.11,0,0,16.67,11.11,5.56,0,11.11,0,5.56,0,0,5.56,0,0,0,0,16.67,5.56,5.56,11.11,5.56,0,0,0,0,0,22.22,5.56,5.56,0,0,0,0,16.67,0,0,0,0,22.22,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,33.33,11.11,0,0,5.56,0,16.67,0
417,0,"#QZ8501 asks permission to #takeoff: #towercontrol of #Surubaya: yeah..y can go...away.",1,13,99,,30.98,,13,30.77,69.23,53.85,30.77,0,0,0,0,0,0,0,0,0,0,7.69,23.08,7.69,0,0,0,23.08,0,0,7.69,0,0,7.69,23.08,0,15.38,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,15.38,0,7.69,15.38,0,0,0,0,0,15.38,0,7.69,0,7.69,0,0,92.31,46.15,0,0,0,0,46.15,0
418,1,My boy has another cold and spent the night coughing and sneezing all over me #sexy #not,1,17,16.49,1,99,95.42,17,17.65,100,76.47,58.82,17.65,11.76,11.76,0,0,0,0,5.88,23.53,5.88,0,5.88,5.88,0,11.76,5.88,11.76,11.76,11.76,0,0,0,0,35.29,5.88,11.76,0,0,0,0,0,11.76,0,5.88,5.88,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,5.88,0,0,0,0,5.88,0,0,0,5.88,0,17.65,11.76,5.88,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,11.76,0,0,5.88,0,0,5.88,5.88,5.88,5.88,0,0,0,0,0,0,11.76,0,0,0,0,0,11.76,0
419,1,It's nice to see continuity in our gender struggles. #not,1,10,39.7,40.06,63.35,20.23,5,20,80,70,50,20,10,0,10,0,0,0,10,10,0,0,20,10,0,0,10,20,10,0,20,10,0,10,20,0,10,0,0,0,0,0,10,0,20,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,30,10,0,0,0,10,10,0
420,0,Meh...i don't think I'm a suit person.|~ Neil Caffrey|#Irony|#TvQuotes|#WhiteCollar,1,13,14.06,1,81.58,1,13,23.08,69.23,38.46,30.77,15.38,15.38,15.38,0,0,0,0,0,7.69,7.69,0,0,15.38,0,0,7.69,23.08,0,0,0,0,0,0,23.08,0,7.69,7.69,0,0,0,0,0,0,7.69,0,7.69,7.69,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,0,7.69,15.38,15.38,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,107.69,30.77,0,0,0,15.38,61.54,0
421,0,"Oh crap, Mac shutdown corrupted iPhoto so hours of rebuild ahead, so might as well eat and drink! #FestiveFattyBumBum",1,19,22.98,14.81,8.42,92.27,9.5,21.05,78.95,63.16,42.11,0,0,0,0,0,0,0,0,0,0,0,15.79,5.26,15.79,21.05,0,10.53,5.26,5.26,0,0,0,0,15.79,0,5.26,0,0,0,5.26,0,0,0,21.05,10.53,5.26,0,0,0,0,0,0,5.26,5.26,5.26,0,0,0,5.26,0,0,0,0,0,0,5.26,5.26,0,0,5.26,5.26,0,0,0,0,15.79,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,10.53,0,0,10.53,5.26,0,0,5.26,0,21.05,0,10.53,0,5.26,0,5.26,0
422,0,"#np #NowPlaying #NowListening #Music #Irony Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW",1,20,97.77,69.2,7.03,90.5,20,15,75,45,40,10,5,0,0,5,0,0,5,10,5,5,20,0,0,0,5,5,0,0,5,0,5,0,10,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,5,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,5,5,0,0,0,5,5,0,0,0,60,15,0,0,0,0,45,0
423,1,Being used is such a great feeling...#not,1,8,26.1,1,89.39,99,8,12.5,100,87.5,62.5,0,0,0,0,0,0,0,0,25,12.5,0,0,25,0,0,12.5,37.5,12.5,0,0,0,0,0,50,0,37.5,12.5,12.5,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,50,37.5,0,0,0,0,12.5,0
424,1,Pretty much the real deal #not #thanksmom http://t.co/IZoLRKldU4,1,8,62.1,1,15.38,,8,12.5,87.5,62.5,50,0,0,0,0,0,0,0,0,25,12.5,12.5,0,0,12.5,0,12.5,0,37.5,12.5,0,0,0,0,37.5,0,37.5,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0
425,1,What a great way to start the day!! #Not 😠,1,9,98.16,1,99,99,4.5,0,100,88.89,55.56,11.11,0,0,0,0,0,0,11.11,22.22,22.22,0,11.11,0,0,0,11.11,11.11,11.11,11.11,0,0,0,0,22.22,0,11.11,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,11.11,0,0,11.11,0,0,0,22.22,0,0,0,0,0,0,0,0,33.33,0,0,0,22.22,0,11.11,11.11
426,1,"Comcast, greatest customer service on the planet #sarcasm #comcastistheworst http://t.co/0fRUac4tBv",1,10,99,89.5,,20.23,10,60,70,30,20,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,20,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,0,20,0
427,1,NYPD blog: http://t.co/TJP2KAP9du  Don't you feel safe and protected? #NOT #ICantBreathe,1,11,1.5,5.27,50.45,99,5.5,18.18,81.82,54.55,36.36,9.09,9.09,0,0,9.09,0,0,0,0,0,9.09,0,9.09,0,9.09,18.18,18.18,9.09,0,0,0,0,0,27.27,0,18.18,9.09,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,18.18,9.09,0,0,0,0,0,9.09,0,0,18.18,0,0,0,0,0,0,45.45,0,0,9.09,0,9.09,27.27,0
428,0,Too blessed to be stressed. So hype for next year! #HAILSTATE http://t.co/F80bfGO5vp,1,12,49.68,,39.59,20.23,4,25,83.33,66.67,41.67,0,0,0,0,0,0,0,0,0,0,8.33,16.67,8.33,16.67,8.33,0,8.33,16.67,8.33,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,8.33,8.33,8.33,0,8.33,8.33,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,25,8.33,0,0,8.33,0,8.33,0
429,0,"Stop trying to make me post my location, twitter. I don't want to post my location. Stop.",1,17,29.85,1,99,,5.67,17.65,82.35,58.82,41.18,23.53,23.53,23.53,0,0,0,0,0,11.76,0,0,11.76,5.88,0,0,5.88,23.53,0,0,5.88,0,5.88,0,35.29,0,17.65,0,5.88,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,17.65,11.76,0,0,11.76,0,0,0,11.76,0,5.88,0,0,0,0,0,0,29.41,17.65,5.88,0,0,5.88,0,0
430,0,@GazTheGooner84 Haha go to Icelands x,1,6,99,,99,99,6,33.33,66.67,50,16.67,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0,0,0,0,0,16.67,16.67,0,0,0,16.67,0,0,0,0,0,16.67,0
431,1,Loving how dominant the SEC is #Pause ..... #Not,1,8,26.1,1,89.39,99,4,12.5,75,50,50,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,12.5,0,12.5,12.5,0,0,12.5,0,0,12.5,37.5,0,25,12.5,12.5,0,0,0,12.5,0,12.5,12.5,0,12.5,12.5,0,0,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,87.5,62.5,0,0,0,0,25,0
432,1,@cllr_alambritis @Merton_Council No reply. What a surprise. #sarcasm,1,8,62.1,1.71,,1,2.67,50,75,37.5,37.5,12.5,0,0,0,0,0,0,12.5,25,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,25,0,12.5,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,25,0,0,0,0,62.5,0
433,0,"@adambelz @lee_osp @Vruno whenever I write anything with the word ""immigration"" in it, I'm happy if there's back-and-forth.",1,18,4.55,1,99,93.93,18,27.78,77.78,66.67,55.56,22.22,11.11,11.11,0,0,0,0,11.11,5.56,5.56,0,11.11,11.11,11.11,11.11,0,16.67,5.56,0,0,0,0,0,27.78,0,11.11,0,0,0,11.11,0,5.56,0,5.56,5.56,0,5.56,5.56,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,11.11,0,0,11.11,0,0,0,5.56,0,11.11,0,0,0,0,0,0,66.67,5.56,5.56,0,0,11.11,44.44,0
434,1,I hope we get an ice palace and an invisible car #SPECTRE #sarcasm,1,13,74.95,81.78,1,20.23,13,23.08,76.92,61.54,38.46,15.38,15.38,7.69,7.69,0,0,0,0,15.38,15.38,0,0,0,0,7.69,0,15.38,7.69,0,7.69,7.69,0,0,7.69,0,7.69,0,0,7.69,7.69,0,0,0,15.38,7.69,7.69,7.69,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,15.38,0,0,0,0,0,15.38,0
435,0,Dog for dinner anyone? #Cultivo #Letchworth not bringing my kid here again,1,12,10.19,40.06,99,,6,25,75,58.33,50,16.67,8.33,8.33,0,0,0,0,8.33,8.33,0,0,8.33,0,16.67,0,8.33,8.33,0,0,0,0,0,0,25,0,16.67,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,33.33,8.33,0,0,0,0,0,25,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,16.67,0,8.33,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,25,0,0,8.33,0,0,16.67,0
436,0,"!! @DatWaveMagazine #2n1Edition @Marvelousuk @MAZIMONTANA @skinny49 http://t.co/oRT6ZYfGhx",1,6,,,,99,6,83.33,66.67,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.67,0,0,0,33.33,0,83.33,0
437,1,Just submitted my final paper of the semester. It's only a make-it or break-it on whether I pass the class. No big deal. 😑👎 #sarcasm,1,24,49.68,1,97.72,1,6,20.83,87.5,70.83,54.17,12.5,8.33,8.33,0,0,0,0,4.17,20.83,12.5,0,8.33,4.17,8.33,8.33,4.17,12.5,12.5,4.17,0,0,0,0,25,4.17,8.33,0,0,0,4.17,0,8.33,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,4.17,0,4.17,0,0,0,0,8.33,0,4.17,0,0,0,0,0,0,29.17,12.5,0,0,0,4.17,12.5,8.33
438,0,"Im aware that NYE celebrations are usually laiden with false expectations,I'll just be happy to close the door and kick 2014's arse thru it.",1,25,19.3,1.98,96.32,81.12,25,12,92,68,52,16,8,8,0,0,0,0,8,8,4,4,12,16,8,4,0,20,12,0,4,4,4,0,28,0,12,4,0,0,4,0,0,0,16,8,4,8,8,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,4,4,8,0,0,0,4,0,8,8,4,4,0,0,0,16,4,4,0,0,8,0,0
439,0,I'm kinda missing summer @barbiegirl678 .|.|.|#summer #2o14 #bestie #alena #bestfriend #idek #we #cool #not #chips #food #followme #ifoll...,1,18,10.19,13.82,96.01,93.93,18,22.22,72.22,38.89,22.22,16.67,16.67,11.11,5.56,0,0,0,0,0,0,11.11,0,5.56,0,0,11.11,5.56,5.56,0,11.11,11.11,0,0,27.78,0,11.11,0,0,0,5.56,0,5.56,0,5.56,5.56,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,5.56,11.11,0,5.56,0,16.67,16.67,0,0,0,133.33,33.33,0,0,0,5.56,94.44,0
440,0,Just gave Imperfecto a 3.5/5 rating on @Zomato http://t.co/ZASH9jjB4x,1,10,97.77,,,,10,10,70,40,30,0,0,0,0,0,0,0,0,10,10,30,10,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,10,0,0,0,0,20,0
441,0,Its a marshmallow world in the winter 🎶 #getthisoutofmyhead,1,8,99,,99,,8,25,75,50,50,12.5,0,0,0,0,0,0,12.5,37.5,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,12.5
442,1,Makes perfect sense to get mad about something that happen 4+ years ago. #not,1,14,35.59,1,97.09,20.23,7,14.29,100,85.71,42.86,14.29,0,0,0,0,0,0,14.29,7.14,0,7.14,14.29,0,14.29,0,7.14,21.43,14.29,7.14,0,0,0,0,50,0,35.71,7.14,7.14,0,7.14,7.14,7.14,0,14.29,7.14,7.14,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,21.43,7.14,0,0,0,0,0,7.14,14.29,7.14,7.14,0,0,0,0,0,0,21.43,7.14,0,0,0,0,14.29,0
443,0,"@anna_krystyna: "" It's the freshman semester of my first year..."" #ohanya #finalsamiright",1,11,71.44,40.06,95.15,,5.5,36.36,72.73,54.55,45.45,18.18,9.09,9.09,0,0,0,0,9.09,27.27,9.09,9.09,9.09,9.09,0,0,0,9.09,9.09,18.18,0,0,0,0,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,100,27.27,0,0,0,9.09,63.64,0
