index,tweet,label
292,#np #NowPlaying #NowListening #Music #Don't Let Her Pull You Down by #New Found Glory from the #album: #Not With... http://t.co/cbp85M3cBT,0
2846,@LandODaFree It's no longer political.@BarackObama is setting the stage for all out race war.That is his only way he can succeed.,0
572,@KelseyDPeterson @Get_Merked22 I can sign you in as my guest....,0
2452,Everyones full of ruddy xmas cheer here #Not,1
3280,It's funny to think that there are literally books out there for whatever you want to do in life (be a... http://t.co/0lXFKhvSZM,0
2444,haven't talked to you in days. that's cool I guess. #not,1
2003,I just love working Sunday's. #not http://t.co/97bcc557Pi,1
2684,@117_Wolf @TheNelsconey @kenjitillman @OriginalSlumdog @TruthInsider @UE_Gaming @JVB @Danielsmile 9 Followers and now he's relevant? #Not,1
3013,@kradlum which would ALSO push rates up :) isn't this a fun game? #sarcasm,1
911,@CheenaZafar 😁 contrary to this ... I'm wide awake (caffeine injected consciousness ) 😳,0
133,The pure #reality of #sarcasm. http://t.co/wokWEvDvrp,0
2000,@UberFacts: Men with shaved heads are perceived as an inch taller and 13% stronger than men with hair. @KOJAK_M,0
2657,so proud of my artwork 💖😇 #proud #sarcasm http://t.co/knDye8Ayoa,1
74,"Woke Up , showered , made a lunch and got ready for work only to realize that I have the whole weekend off. 😅",0
5,I can't breathe! was chosen as the most notable quote of the year in an annual list released by a Yale University librarian #irony,1
1096,@DalailamaQuots I don't recall dalai lama talking about busty girls and celebs but apart from that.... #irony,1
256,The only company I thought would be best for the thesis is unfortunately taken already... a year ago..,0
149,I JUST WANT TO BE DONE WITH FINALS #4hoursleft,0
1373,I already can't wait for Julia to come back.,0
1188,"@JustAnotherMo Now, now, Islam is the ""religion of peace"" and only Christians can hurt anybody!  Get it right!  D: #sarcasm",1
496,"Bestiestest. *teary-eyed* THE KING IS COMING! My God's not dead, He's surely alive! #God's #not #dead #faith http://t.co/6fG08vi4Lp",0
3023,.@doctoratlarge yeah. Tones are the most obvious things in tweets. #Sarcasm,1
835,Oh and it's a positively balmy 7c #sarcasm,1
2721,"@JoanneLouT I love the way that the #white males are buffoons, while the #black woman is smart and always wins #culturalmarxism #sarcasm",1
3536,@oimagenta Just abt 2 say d same #irony :) I'm not sure whether Oxford Brookes Uni is part of Oxford Uni. yet his CV is impressive still!,1
780,"If you drag yesterday into today, your tomorrow cannot be what it was meant to be. Let. It. Go. #BringOn2015",0
2916,Throwing up on Christmas morning is my ideal way of spending it. #not,1
1479,Eating sweets in PE #irony,1
1856,"He looks a decent bowler. Not really a 5th bowler, but, in a balanced side potentially 6th bowler Styris on HSohail. #pakvnz #irony",0
3183,Welp! Back to the drawing board 😣  #mua #sike #not #eyeliner #fail #notforme #makeup #naturalgirl... http://t.co/u0xbdxWysd,0
2652,Gripping new ebook not for the fainthearted or politically correct. Please visit site https://t.co/R99TXDaEt2,0
127,We provide a structure that ensures you will successfully invest in real estate. http://t.co/vSLRBIOhyr @backofficeguru,0
1768,"James Burke Connections, Episode 7 A Special Place: http://t.co/tp7MwdvwCW via @YouTube #This is #Not /-\ #DRILL <()>",0
782,@allkpop: Jessica sheds tears at her fan signing event http://t.co/Xk3YGh3POo http://t.co/ul8uEgde9G||It makes me weak everytime Sica ;_;,0
640,#Sarcasm :-|Gifted by the God|Improved with Skills| #KarmicThought #WiseWord,1
193,@G_Wade_TooFlyy yea we was we too only a couple schools played black & not its a black dominate game #irony,1
1112,I love running on 3 hours of sleep.. #not #ijustwannasleep 😕,1
1950,@the_bearded_1 And when you overpay for that talent you get stuck w/ that talent. Which perpetuates the losing cycle the Cubs are in,0
483,"Oh Oh mum is #not #going to be #pleased #littletike http://t.co/5Q01FsYjCW""",0
3225,#MerryChristmas to each and every one of you lovely lot! #PeaceOnEarth X,0
3815,I would have made a much more convincing Bella Swan.,0
2698,"#OPEC #chief #defends #policy, #says #group to #try to #ride #out #price #fall. http://t.co/P4nSy0P4e3 via @reuters",0
710,Who said that birthday girl can't celebrate the next day??? ☺️☺️ #celebrating #always #nighout #birthdaygirl... http://t.co/P5Ex0ONecU,0
1080,"Im aware that NYE celebrations are usually laiden with false expectations,I'll just be happy to close the door and kick 2014's arse thru it.",0
536,I've changed gazilion times the #java configuration NOT to check for updates. It's nice that every five minutes asks me for an update! #not,1
3651,SAIC Design Directors on Trends and Advice to Students http://t.co/x176gUuhL0,0
3059,@lorickson n the #irony is the promotions r by human n not by the religions. For strictly speaking all religions believe it is the right 1.,1
2858,tramp shit #youoweme #follow #NOT http://t.co/i0TxDIPTwA,1
1641,You know you love an author when you figure out how a book ends long before it does but can't wait to see how the author actually ends it,0
867,hmmm. I do wonder why Astec has one fewer employee? #lol #sarcasm,1
3702,@rrhhmmss @TimEchols1 @Penneeee I agree. You can see that from the videos and photos that were taken two hours after the shooting. #Not,1
1620,Morning #monday people #not long know keep working hard! #MakeSussexSafe 01273276865,0
167,@mrjamieeast I think it was the hotel owners...,0
3369,"I have a small jacket on , with a big coat for later , I'm back at the train stn going back into town  , work Xmas do #joy #not",1
692,Up all night took 4 hour nap I'm ready for work #Not,1
873,Isn't it great to sleep 5 hours and feel like a million bucks? #sarcasm #gettingold,1
2789,Looking forward to mine and the boyfriends 2nd Christmas together!!😘🙌💕,0
784,It's just SUPER to be ignored when you put out a desperate plea. #Sarcasm,1
1878,"@bluedemloyalty , former Chairwoman, US Commission on Civil Rights",0
2857,#not EBOLA|BUT GREED AKA BADMIND KILLS EASILY AND QUICKQUICK http://t.co/qs6Ij3pBmS,0
3175,Why the fuck is Twitter telling me to follow myself in following someone?! http://t.co/FC4GrBeFP5,0
1477,Coin ! WatcherOnAWall: Anyone else find it sad that we have to remind Conservative Republicans that Torture is wrong? #TortureReport #Not...,1
149,http://t.co/nKXYmio8V6 #AnalScreen #Exotic Exotic brunette gets her little tight butt nailed right on the office desk,0
1966,"@BenVolin @ArashMarkazi Everybody just keeps saying ""Gronk and large contingent of Patriots."" Who else is there with Rob?",0
742,The thirstiest of thirst buckets calling other people thirsty 😒 #irony,1
776,Making the most out of my last vacation day. #not #tvandsleep,1
567,@KalobTaulien @twitter Yes on Auto-messagers No to #FollowBackers ... They make me money over on TSU. Thx your post||http://t.co/ALSThKb1pG,0
641,Rest in peace riff God! #Dimebag #Darrell #is #not #dead #pantera,0
1240,HEY LOOK THERE! #IRONY,0
2111,Cramming 200+ psych pages into my brain even though we learnt that cramming isn't effective #irony,1
1528,Just yelled at #someone #telling me to do #something #youre #not my #mum #mistake was...it was actually my mum,1
3638,@billdossett LOOL from the guy with multiple twitter handles #irony,1
1920,Photo: Abstract Tribal Bubble Jumpsuit Size: s-xl Cost:$39.99 http://t.co/cj8njWXwNu,0
3172,Online shopping with no credit card ☺ #NOT #Umm.. #JustBrowsing ☺,1
1720,@laurenfleskes hahaha such a 1% town,0
2492,"Dirgahayu my corps @mb_bbt 16/12/1986 - 26/12/2014 😎🎼👏👊|#not just a corps, we... (w/ Tari, eni, & 26 others) [pic] — https://t.co/WCEHZZUmAX",0
1006,"#Irony: When some archers fight with ""supple"" bows the way hoplites fight with stiff spears. #Archer=#Hoplite #Bow=#Spear",1
3659,"@CallOfDutyAW_ @MrProWestie @GameSproutYT BF4 SP is shit, while the MP was broken for 11 months so...",0
73,@MaggieLindemann: . @xSamSecrets123 awk moment when I tweeted first #fakefan !!!!! #not,1
1285,Should be a balanced view then #not @pjhelliar @theprojecttv,1
1739,"Comcast, greatest customer service on the planet #sarcasm #comcastistheworst http://t.co/0fRUac4tBv",1
172,Yay for Fire Alarms at 3AM #not,1
3239,More than word just in this selfie .. The Egyptian legends. |#BestSelfie2014 |#Sarcasm http://t.co/p2GgKDT8Vi,0
357,At http://t.co/pMUxNeOvrn -- #Sketch #today #spudshed #fresh #fruit #not .only.for.eating #for.drawing.as.well #drawing #Perth,0
2203,@BillfromBendigo I'll just wait here :) :) :),0
2811,"The funky taste of chocolate with the Chunky Monkey all just in a cup .||#Not George of the Jungle,Cup and a Lick",0
3004,I have such a wonderful gf! #sarcasm,1
276,Remember that one time I worked both jobs while sick and it didnt suck at all... #sarcasm #notworthit,1
1924,I literally get to pamper myself all day tomorrow and get cray with Julia and Raven in the Bay. #whatmorecouldaguyaskfor,0
1861,Library computer has frozen again #shocker #not,1
3441,@coribeth_ guess the #bronut works best in combination with these #mentissues . wanna see this #'sneeze' #NOT http://t.co/qCQVL0pqz5,1
3517,I love being wide awake at 4am #sarcasm #insomnia #nosleepdecember,1
3139,> Knowledge itself doesn't mean a person is qualified to represent a religion if * his/her humanity (& sanity) is absent.,0
771,Protesters upset over decision in chokehold death take the streets again http://t.co/5rxxGu6VV1 /Mexico's streets aren't the only ones taken,0
1475,Each snooze button is more tempting than the last 😴🆘,0
3606,working on my birthday #yay #not #sucks,1
2253,@dukeblueplanet @CoachKaman The number 2 play was awesome. #sarcasm,1
2865,So @annabelluxford was on the pull on our spin today #not interested #oops http://t.co/qGuZhHTXA4,0
712,Video: #im#not#the#only#one#you#think#im#crazy# ahhhhhh http://t.co/uzznJHKepA,0
754,Today is awesome! #Not,1
2158,I'M NOT GONNA ASK YOU FOR FOLLOWING. Your own decision.,0
646,@robinhosking where did THAT come from?!,0
1250,"Loooooool RT @Lonyngwenya: Monday is done, Friday is around the corner",0
1789,Wow I love having 3 essays due in the next 3 weeks #not,1
2651,"@LiamFoxtrot He's been half paced all season, Henderson would be a bigger loss",0
597,And my christmas shopping is done.,0
1007,Lol RT @EnfieldSpurs: Wouldn't surprise me if Soldado bangs in a hatrick and we win 0-3 against Chelsea tonight .. The legend is back,0
166,@LariatOfHestia: Gavy is one rude motherfucker. *Subtweets me* *Calls me a motherfucker* #Irony,1
1480,"No need to act like I'm the fav child, I know this already. #sarcasm",1
201,@Rich_Herrera_4: @pcon34 IT HAS THE WORD MAN IN IT!! Just as sexist as saying mail man instead of mail carrier. #sarcasm #MichiganMan,1
3830,@banditelli regarding what the PSU president does,0
2988,Writing an article on mood enhancing foods. Telling people what to eat to be happy #irony,1
509,@AusPublica @KateOnTheGo Your views are not right wing or left wing...just vile.,0
121,http://t.co/cbS3YfyKGw #Not so Ugly Christmas Sweater red with red snowflakes & sequins cardigan 1X XL http://t.co/Cy19OKfojm,0
3044,"#Irony: When some police officers pursue ""daring"" villains the way abusers pursue frightened prey. #Police_officer=#Abuser #Villain=#Prey",1
206,http://t.co/ZcHdGJZrhQ What Day is the Sabbath? #follow #Jesus #Christ #FBC #FBCJAX http://t.co/QhJfErumW1,0
2527,@Taaa_lia @Merrinaised sorry I forgot LMAO,0
553,I'm glad H & M has employed enough staff today. #sarcasm #nohelp #terrible,1
1144,I wish it was January already...  Not because of school but because I'm having major withdrawals #Arrow #not fair wtfwasthat,0
2430,"@anna_krystyna: "" It's the freshman semester of my first year..."" #ohanya #finalsamiright",0
3184,Illinois just made it illegal to film cops? I guess that's a step in the right direction. #not #wtf,1
207,"ABC Takes A Look At ""The Turkey Song"" by @DickieStickhead - Make It A Classic #Thanksgiving - http://t.co/TMR5Zv5wu1",0
1905,Last day of the working week and let's see just how bad it can get! #positive #NOT,1
123,@TharaAzzam explains why Inter went all Calciopoli over Juventus...,0
1196,@nytimes @NYTNow #Dirt #irony its not your country!,0
2068,#late night #shopping #bullringbirmingham #sunglasses really? Lol 😁 #sayyes she says xxx http://t.co/YsuyjqS8dr,0
2294,@nessatuia woww thanks for that helps alot #not hahaha saddd 😂,1
2603,"FNC is likely either repeating the same stuff over & over, @jerryjizzum753 @TheLexZane @Gumlegs @1_Free_Man @Life_DLL @ABPT_Rocket @Anan_VII",0
451,"@TehnDiamond Jonah hill is funny,kevin hart,will smith,jim carrey, Sacha Baron Cohen,",0
1055,@TheReal_HsK bruhh I just saw a license plate that had the letters FDB 😂,0
1557,"@kaylz96 no , not anymore. 😣",0
330,The #Congressional #report on #torture #confirms that #AlQaeda was #not #involved in the #attacks of #September 11|http://t.co/GNBabcXR25,0
352,I got tampons! #not http://t.co/lnWQtxriUZ,1
1675,@M1ck3yCharlton miss u lots and lots like jelly tots,0
2957,@JenWilliamsMEN @PolicyGMCVO he captures the spirit of devolution so well #not,1
299,@nelsonicolee funny #Not,1
2537,"@RichardCarter Thanks, that'll help loads #not",1
1224,Gotta love the sound of rain beating against the window on Christmas Day.. #not #whereswinter,1
2518,When someone who is extremely selfish dramatically wonders why people are so selfish ! #irony,1
3748,Short hair #not #really http://t.co/yafC94nyZ4,0
466,"Thanks for the dick pic, really, thanks. #Sarcasm",1
3155,"The #irony of the new JD gym bein right next to a Sayers ""sausage roll with  salad please"" 😳",1
2614,lol drunk mom on Christmas is so fun... #not #thisisadisaster ☺🔫🍸,1
1682,"The answers often lay right infront of you, the problem is you seek in the distance, when in reality the answers are simple.",0
3169,You are so cool! #not,1
2588,"@iampjcurtis add some ""Your Baby Can Read"" DVDs...ya know...just in case lol😏",0
102,"A day where #Sarcasm ruled @twitter, I got followed by @Sarcasmia. Wht a #Sarcastic day!! Lollllll.",1
3112,aw i love it when my boss schedules me to work the day that a storm comes to the bay area!!!!!!!!!!!!!!!!!!! :') #not,1
530,Forest Hills Drive on my playlist naw....,0
931,That's nice. #not,1
2419,"Company profile NOT TWINS VENTURES, LLC - http://t.co/b75EgvMfU7  #NOT #TWINS #VENTURES, #LLC",0
1104,Ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it. Small cozy wedding it is #Not,1
2121,Thank you @EmmeRylan for live tweeting my morning #sarcasm,1
1670,Why are babies constantly sick everywhere. It's like why can't u just keep the food you eat in ur belly and #not #on #the #floor,0
2824,"By @imjayded_ ""🔥🔥🔥@dipmag Gears up to release its next issue🔜 'Wifey Series' with #covermodels... http://t.co/DQrKfjmYvL",0
3613,Watching #Bones &cradled my leg when I saw @andjwest in episode about chicken #tasteslikechicken #termite #TheWalkingDead @WalkingDead_AMC,0
2021,When one ear breaks on your headphones it's so frustrating! #Not #today,0
736,thanks for clearing everything up Koenig #not #serialbrady,1
136,"@RealFrnkPhister Even though @PGA_JohnDaly's got more ex-wives than @PGATour majors, I'm happy for that washed-up mess... #Not!! #Blocked",1
3417,"Migrains,, throwing up are always fun #not",1
363,First photos of the Infiniti Vision GT concept emerge http://t.co/quWYbjWq6V,0
447,"at least... I've got spine, cause I can feel the pain in my back. #thinkpositive|#sarcasm",1
1940,@the_cheshirekat @TheLividPatriot Ya cause their country is calm and peaceful from Everyone arming themselves #sarcasm,1
649,Can't wait to see all the ig pics of people bragging about what they got #not #noonegivesafuck,1
1403,"#Irony: World's most villainous climate criminal, Australia, attempts to heavy other nations at Lima http://t.co/m3DO7rgLRg #auspol",1
2645,"managing to fall flat on my face up the library stairs, has just made it to the top of  my list of proudest student moments #not",1
1043,You know its a gonna be a good day when your roommate comes in saying she just took her aderol and is about to have an anxiety attack #not,1
3102,"@Matthies2 Tx, i saw that. must be a great shot to defend oneself from a fierce attacking giraffe. #sarcasm #HungerGames",1
367,I'm such a good friend... #sarcasm http://t.co/c1sNYAVVDp,1
1195,Maybe Miss World will succeed where all her predecessors have failed in obtaining World Peace? #Sarcasm #MissWorld2014,1
2891,I give people a break 2 say that without my supporting cast that none of my works would of made it is tosh. Did nobody get #Extras #irony,1
918,IT'S DEFINITELY NOT FRIDAY. THE REASON IS: It's Tuesday~! Yesterday it was Monday so why should it be Friday. #Irony,1
3395,@dedpool1979 there wasn't room for #sarcasm #LoveYouBro,0
2524,@TU_SuccessStory I'm getting to notifications though. I know we up but only by 10. We playing bad?,0
1431,@CBCToronto: Toronto man finds woman with ex-girlfriend's name for free trip around the world I should have changed my name!!!!!,0
2573,@thunderroadvint try having no internet for a month. Now I know how Ethiopians feel. #sarcasm,1
3253,Going to watch a movie about murder. Merry christmas ;) #sarcasm,1
2107,That #moment when you don't wanna tell that person you been fuckin someone else.. Cause they might go fuck some else LOL o.O' #truth #irony,1
345,Everytime I try to like Chris Brown he does something to royally eff that up. Dude is a chronic loose cannon #chrisbrown #Karrueche,0
2262,"Rush rush rush, all done and then POW, a football through the window.#glasseverywhere #boyswillbeboys",0
1237,#KMYB19HR#not study http://t.co/4GiFoUIyml,0
224,Blowing your nose so hard your ears pop is the greatest way to start a Wednesday. #not,1
2495,"@_Kayy_T Be more narrow with that knife, you might just find the target to answer that. #Not-Sarcastic.",0
2036,LOL..It was an RSS agenda modi bribed UN officals to make yoga day international.. #sarcasm #secularindia #AntiConversionLaw #hypocrites,1
397,Merry Christmas to all my friends and family... Santa just finished at my house!! http://t.co/0wD2HH7JpS,0
1821,What I learned today??? You can choose to live a fearless life. #iam #fearfree #not #fearfull,0
898,So nice to have a final before the sun is even up 😊 #Sarcasm,1
137,@HarrietBaldwin @OkieVision I guess that means MSM will dig something up to smear Barkley now.#Ferguson,0
1042,@bjamesweed how do you like that loss son?,0
163,This is definitely me! 😁|#me #sarcastic #sarcasm #ecards #ecard #somecard #tease #funny #lol... http://t.co/Q1joezvW9u,0
3796,@ClayTravisBGID One could hope. #sarcasm,1
2662,#sarcasm at peak!! ;) http://t.co/1uHgVlNzfp,0
2611,#Venezuela -controlled #Moscow junta genocides peaceful protest of #Chechen miners in #Grozny . http://t.co/OZlny9c3Mg #sarcasm,1
2491,"@ManUtdstholder @hunts9 You're #not familiar with Matt Bubsy, #then.",0
3098,Was swarmed by about 40 teenage girls as I walked in the mall...help. At least they were leaving right?!,0
1247,girl#beautiful#short#nose#not#tall#but#not#toshort#selfieeee <3:* http://t.co/90Itgrq4bh,0
1539,@adambelz @lee_osp @Vruno is this your first visit to a comment section?,0
2417,"@craftsBoy Marvellous!Sounds nothing like any jingle bells song i've ever heard!I can see you in mismatched socks,tights & cricket gear :-)",0
2129,"@avaskoog Caffeine free coffee? Yeah, I'll have that next time I have a slice of sugar-free cheesecake... #sarcasm :P",1
3309,"@LaurenDye2 iv not even started😩 think I'm just going to get the parents and babies something, the fam is multiplying too quickly 😔",0
776,Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs,0
130,Girls just wanna have fun#work#not#friends#only#dance#drinks#antennagrouprocks by mariag... http://t.co/7vN6UqpvQE http://t.co/hVxMXRdktM,0
21,Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly,1
3791,I've honestly never even watched A Christmas Story. I've only seen random parts.,0
2567,@bdstratton @csimps0n well aren't you the brightest bulb in the chandelier? #not,1
2683,"Just noticed that I crossed 500 followers in past month. Guys, I hope you enjoy the sarcasm b/c we all know my value added is nil #Sarcasm",0
1378,People are loving this Funk. Let's keep the Tweet going on. http://t.co/4miR8pQG5J,0
1710,@ItsAnaBln yeah me! #sarcasm|I should get a more active social life and get away from the internet...,0
2925,#YesCracker @Optus - come on - is it 1999? Server too busy..... #FAIL #SPAM http://t.co/v5O2Vuyh7t,0
713,Travel and tourism this morning.My favourite lesson whoooo #sarcasm,1
247,that time when ward was mad because skye hide a secret from him #irony #skyeward #AgentsofSHIELD http://t.co/znfxzbUYVu,1
3194,@NickMeisl his song Angel of Death is a good one. It has lyrics bashing the Vatican #sarcasm,1
1185,yet you cant provide ANY source that shows it @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin @CoutoPanda,0
1054,"Do...or do not. There is no try. - #Yoda ""Do. Do not. Try. Try again. Repeat until you get it right."" - #JarrodDavis",0
125,#Libby #Lane #appointment: #Women #bishops #debate #not #over: The appointment of the Reverend Libby Lane as the... http://t.co/YOj9HVUa8n,0
500,"@Naaaauds Now I have a game Monday, Tuesday, friday and Saturday 😭😭",0
2320,"@theprojecttv When all the ""trauma"" these kids are suffering is over, the fact remains, You apologised for telling the truth. #irony #stuism",1
2432,I love that my body can't handle school stress and makes me physically sick. #not,1
783,"#Irony: al jazeera is pro Anti - #GamerGate because feminism, or something: https://t.co/ECxflDl3FD",1
551,Not everyone's really for you no matter how long you knew them . And not everyone's a bad person just because it's been a short time. #irony,1
3593,Twitter can be so annoying,0
367,What a great Christmas. 😅 #not,1
1659,"She said nope, I'm only getting gift cards...ones she bought using her credit card points. #irony.",1
3714,@LondonBum WTF!!!! Was that 😂😂😂 #GangstaWankstaYard #Not,0
2548,Cheers to another good day... #NOT,1
622,4 days left to enter @MyFairDaily & @Kallie_E @ErinCondren planner #giveaway http://t.co/jglyhsMWiY Enter to win! #bbloggers #lbloggers,0
807,Since when did train fare get so expensive?? Jesus! Might aswell of drove.... Shame I'm drinking #not,1
1088,I just saw another person wearing a heavy winter coat with a hood up #not encouraging,0
412,Literally functioning on 4 hours of sleep and I feel great 😄 !! #Not #CollegeisKillingMe #OneMoreWeek,1
3777,and he takes calls when his phone thing works @TheLexZane @RBRNetwork1 @billvanglahn @SSGAngle @Steven_Swenson @JoeHilgerman,0
859,"EXO COMING SOON 2015||Better pray this is better with 10 members *sighs* But either way, obssessed fans would still be obssesed ._.",0
452,#Arizona #Court #Of #Appeals #Decides #Not #To #Retry #Milke: Thursday the Arizona Court of Appeals ordered a lower... http://t.co/FfXzPEAEtM,0
1769,@SR_Duncan @JojoKaliski I love how JoJo has kept it classy....#irony,1
414,The #irony is anti state ppl will claim the little man (hacker) won when in reality the state won #sony,1
846,@ManuclearBomb Players are penalized for not playing defense as you're aware. David Ortiz barely above average in '14 based on WAR.,0
2322,So excited for work #not,1
3775,@SexualGif: when ur boyfriend interrupts your selfie http://t.co/kVZ8VCZ7Nu yeah happens all the time #not,1
15,"LIAR, i've never denied the 532 murders in Chicago in 2012 @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin",0
1109,Come to jhb to play volleyball on a fake beach #irony #work http://t.co/yS6wkgvT5y,1
291,Don't #text and #drive either. http://t.co/OXybfwwWb6 http://t.co/fgOCRS5kre http://t.co/fBpsjk6yyk,0
366,"@kaylakrebs5 not you, you're on pain medications 😂",0
351,"@PoliticalAnt @emthedivine @mark3labs @elyse4design @chixenman @Morning_Joe yet in Ferguson, MO the mayor and Gov are Dems. #irony",1
274,Reunited with my pump this morning. #yay #not 😣,1
9,@Adam_Klug do you think you would support a guy who knocked out your daughter? Rice doesn't deserve support.,0
1417,What a B.E.A.utiful day in Scotland!! :) #rain #gales #not lol,1
3060,Drudgery personified #commuterprobs #northernline #tfl http://t.co/saDbKdqISx,0
2318,"Committed to you, your privacy and an open Web|Please turn on JavaScript to display this page correctly. ||Firefox homepage #irony",1
2410,@Arlo2121 ugh... painful for sure. can't win em all I spose... but you shouldn't ever look like that.,0
324,@BIBN2010 Weeeeee! You too! I love that xbox live and playstation network are down due to hackers on Christmas. #Sarcasm,1
2805,Still awake sooo that's nice... #not,1
220,Say no more.... #bigclub #not http://t.co/ALcQQsASsY,1
1385,I just love being wide awake at 4am #not,1
326,@DaveNavarro @SpikeInkMaster #not sure who will take it home?,0
1225,#Lebanon #detainee #is #not #ISIS leader's #wife: #Iraqi #official: BAGHDAD – An Iraqi official denied Wednesday... http://t.co/AmRz6zvQTp,0
608,Kid who tried stealing tools from me is now mad cuz someone took his hot sauce out of the fridge at work #Irony,1
1758,Getting my shit together in 2015 like........ #2015isthenewturnup #myboos #funtimes #makingmemories... http://t.co/elqmUTDtwS,0
714,"Woke up with my foot the size of a balloon, that's just what I needed.. #not #ouch",1
3301,@JhaSanjay Those who failed to develop hair on their bald hear are talking abr development #irony,1
477,Just entered the @bbcstrictly competition for tickets to the final! Fingers crossed @theandrewe,0
1060,And people start to drink ... Means fun #not,1
2769,Xmas on the blog feat @intimissimiofficial and @calzedonia * Read our story and share the LOVE ❤️ Click the link... http://t.co/flWpJ1pohN,0
417,Today I'll lecture on CRM investments & shareholder value ... So excited .... #Not 😏 I'm sleepy 😴,1
3286,What a pleasant way for Minneapolis' most prestigious publication to describe its female audience. #NOT http://t.co/5Gxuq6WDJk,1
195,@JasminHadasah #sarcasm is a service I offer.,0
104,I don't even have progress on my thesis tas preparations for our event this thursday 😩,0
3502,Getting hit on by a TSA agent who thinks my first name is Bowie #wifemeup #not,0
941,"The UofL student ticket policy is such a well thought out plan, good job SGA. #sarcasm #ihateyou",1
869,Listening to the rain in bed #Peacefull ☔️💦💧💦,0
2140,"I cared for 8 seconds, then I got distracted. 😂 #Sarcasm",1
3104,Drinking an 925 IPA by @bdbrewingco @ Ground Control -- http://t.co/hEkaYsbQRI #photo,0
1209,@DotunAkin_ to finally win the champs league.. No teams are that good this year and we've got a solid draw #sarcasm #banter #stillgoingout,1
3045,Cool. #Sarcasm,1
1359,For 9 grand a year we definitely get all of the information we need in this practical class #not,1
2026,"@UGpk yeah in the ""honour"" of the picture those lyrics sketched ... 😳",0
700,I have three exams today lets gooooo! #School #Sarcasm #Swag,1
1360,@JuveUnited what happens if I RT ?,0
2765,These Student Athletes Really Picked The Wrong Class To Cheat In http://t.co/JWeNktzy7M via @MTVNews #Irony,1
3146,I love waking up and not being able to sleep anymore :) #not,1
178,I am so ready for Monday. 🙆 #sarcasm,1
460,"@AlexStearnCom Hey Alex, thanks for the support. My FB page is : https://t.co/9CaCW9cY7i|Blessings and success to you.",0
89,"@TheOliverStone After 1989, why did NATO need to expand?",0
1619,@Melissa_Barrow hahahah Donna being inspirational and shit 😂 that's great,0
328,Don't you just love those people who won't shut up in class then hold everyone back by asking the teacher to repeat answers? #sarcasm,1
662,What a good way to start the New Year..|#Sarcasm,1
2759,Security Engineers are not Security Guards. :| #Hackers #Irony #security,1
635,@sethedel @FisolaNYDN Until he becomes the most loved athlete in his new city.,0
297,I love getting up at 4 30 so I can wait on other ppl! #sarcasm,1
2994,@KeirSimmons #not another Bush in the Whitehouse.,0
2367,Keep running from your problems. That always works. #NOT,1
2510,chicks be really pimping more then males these days #not#the#look #yallknowthatsnotcoolright?,0
2023,@daiyafoods tried the pizza tonight we got from @evermancoop down here in #Pensacola. #YUMMY! Great job :-) http://t.co/U5Ao7JVnf2,0
3121,7:52am (too damn early) in South Carolina.. What a shitty state to #Not be proud of,0
632,I can't waitlove#this#is#love#and#you#cAn#not#tell#me#how#much#this#is#gonna#last#beth#rip#twd#forever#bae... http://t.co/HGOILGoFoS,0
13,@TargetZonePT 😡 no he bloody isn't I was upstairs getting changed !,0
2838,"My family might find a giant lump of Ice sitting where I'm sitting right now. Transformation is nigher, my fellows.",0
735,13 voice mails at work is always lovely #not,1
1312,i'm really stoked about going abroad in the fall. and well next week but that's for completely different reasons. #imissmyboyfriend,0
812,Jordan fan here||#sarcasm 😛 -not a hater. http://t.co/daNzVEUucm,1
792,"@yenisley Aww, you poor thing, I feel so bad for you being in sunny Florida. I don't know how you can handle it! #sarcasm ;)",1
470,@emm_pearce @Napwell 3 more nights 3 more nights 😬😬😬 #londoncalling http://t.co/oZt0e541P9,0
444,"@firstpostin At the same length, we should not forget about the fundamental communal sanghi Hindu fanatic RSS in our backyard. #Sarcasm",1
991,"When we stop accepting crumbs in the name of love, only then we can equally appreciate the silence of solitude & festivity of loving.",0
1244,Happy New Year all my Twitter people. Hope you have a happy and successful 2015! Lots of love 😘 #2015season #2014sucks,0
3212,"@knotaprettygirl man, there is too much #irony in this tweet.",0
1326,@andyyoung2 @maneezafmcl @im_seo_Alan please reply to this gentleman on behalf of all of us here @Foodjob #jokles #irony #gotrealworktodo,0
3015,Every wondered what's the Turkey's take on #Thanksgiving? http://t.co/8fTsTAoTa1 http://t.co/UrNbvuxYYN,0
2826,Why does sue give bonnie anxiety and stress pills #not,1
3002,The routine texting irks my nerves the most but I guess it's the thought that count #NOT #needAnewRoutine,1
2364,When Santa looks up my name 😏🙅👑|#sassy #not #naughty #or #nice #instagood #instadaily #Christmas... http://t.co/Srg3ScPt4B,0
1514,@bmw937 stoked...#not,1
2024,@BarackObama So that is what happened the ACORN voter fraud people.,0
34,@Pure_playa85 lol 😁.. Will let my kids know when they get up in the morning.. Thanks for the tip,0
2072,Today should be fun #sarcasm,1
