dataset,tweet,label,roberta_on_irony_mix,roberta_on_polarity,roberta_on_sarcasm,roberta_on_sarcasm_mix,bertweet_on_irony_mix,bertweet_on_polarity,bertweet_on_sarcasm,bertweet_on_sarcasm_mix,bert_on_irony_mix,bert_on_polarity,bert_on_sarcasm,bert_on_sarcasm_mix
polarity,@USER gun laws will fix everything ,1,0.9967577,0.99672794,0.67814016,0.9894733,0.99013597,0.9878792,0.93128467,0.9380891,0.30244341,0.5639691,0.8802503,0.48152167
polarity,Going to my class #fuckyou  important,0,0.015361519,0.13334401,0.027497537,0.9799287,0.9713066,0.81894654,0.094658494,0.17467144,0.58158034,0.6725336,0.06873897,0.09344368
polarity,I can be mad at you for a matter of 15 min then I can't stand not talking to you .,0,0.010214221,0.0025875068,0.92983276,0.8291465,0.05030485,0.022444034,0.056446273,0.043801885,0.043347225,0.019971754,0.8619433,0.26460105
polarity,Literally functioning on 4 hours of sleep and I feel great :grinning_face_with_smiling_eyes: ! !  #CollegeisKillingMe #OneMoreWeek,1,0.99632496,0.9969988,0.5932916,0.9899624,0.9874822,0.9895836,0.5789296,0.8969425,0.98343647,0.9036964,0.0699313,0.11907236
polarity,Yeah so I 'm on a diet :pizza:  HTTPURL,1,0.9951421,0.9935209,0.4322561,0.9903612,0.89219564,0.9637512,0.2918254,0.726433,0.94627726,0.26558512,0.188259,0.29883245
polarity,@USER funny ,1,0.99439114,0.9872593,0.5875129,0.99016726,0.9475555,0.9755416,0.9471814,0.8523521,0.9824934,0.966138,0.9213732,0.88635945
polarity,Your cyber Monday sale got extended ? No fucking way !  #stfu,1,0.9957177,0.99711585,0.91030085,0.99148625,0.9116011,0.89565426,0.92350227,0.9367538,0.9533897,0.96940964,0.88984764,0.9461775
polarity,Can someone please tell me where the video is ?,0,0.018736724,0.0028965275,0.14381398,0.28724214,0.02268282,0.023120573,0.059330158,0.46390867,0.023839768,0.024905467,0.117659084,0.80936044
polarity,SEC crew doing some quality officiating in the penn state game .  . How do you miss that terrible block in the back ?,1,0.996976,0.9963993,0.56709236,0.991024,0.98668784,0.8828102,0.40151903,0.21378464,0.71514696,0.9016788,0.93145406,0.774607
polarity,Now I remember why I buy books online @USER #servicewithasmile ,1,0.99707186,0.99686337,0.097911604,0.9884503,0.9903307,0.990012,0.12076617,0.19828919,0.10439348,0.52776074,0.05837273,0.06639787
polarity,the wheels on the bus are broken down broken down broken down :smiling_face_with_smiling_eyes: :musical_notes:  #fml #omwtothemet,1,0.98700595,0.99036855,0.05346034,0.98665476,0.31069627,0.12267415,0.7840804,0.9248504,0.02071384,0.059166413,0.051942986,0.10245393
polarity,@USER @USER Even better let 's see if Wadi Camacho man 's up and fights @USER ,0,0.99224806,0.98989594,0.9756909,0.9909928,0.6103863,0.7080395,0.9710192,0.9573508,0.23725037,0.45365083,0.95212144,0.9383944
polarity,@USER continuing with that wonderful customer service ? ,1,0.9961939,0.99524766,0.8848512,0.9903833,0.99000996,0.989588,0.97121483,0.957166,0.93165123,0.97000825,0.87380713,0.8319954
polarity,And that 's a wrap for 2014 shows kiddies . Ending in the Berkshires . #BoseL1Model2 .,0,0.01880493,0.0031165192,0.047120452,0.12103497,0.03630249,0.049261987,0.041067045,0.09452765,0.0338885,0.03059465,0.4037819,0.0935582
polarity,@USER halting heroine overdoses instantly ? How will the music and film industry block that one wonders ?,0,0.0075127073,0.0026506179,0.95219356,0.90647674,0.7018451,0.961227,0.9663912,0.9717083,0.268559,0.098730914,0.90151376,0.8553998
polarity,Up all night took 4 hour nap I 'm ready for work ,1,0.99663204,0.99802196,0.3986283,0.9894447,0.14657886,0.07731816,0.053869568,0.082911775,0.9296143,0.5344289,0.055481408,0.12937701
polarity,Ohio State putting it #OnWisconsin ... No match .,0,0.0051087392,0.0022116157,0.10374706,0.34090132,0.027055554,0.033945717,0.079040736,0.08245438,0.1632403,0.94726753,0.32143998,0.38347295
polarity,@USER @USER lol  then,0,0.014703551,0.10466601,0.7112698,0.99023813,0.02882222,0.09613955,0.9479266,0.87154824,0.009087772,0.027625268,0.7830786,0.11422977
polarity,I picked a great night to not want to sleep . ,1,0.99523985,0.9970476,0.97417396,0.99252933,0.99216264,0.9901121,0.96208525,0.96656287,0.979889,0.9765355,0.24939887,0.12935357
polarity,@USER so so problematic .. God bless her . It 's a shame what 've we done to pakistan . :(,0,0.013456357,0.0050541204,0.947321,0.52552533,0.041066136,0.094800755,0.24499016,0.15956849,0.89675206,0.37576532,0.95284647,0.95849925
polarity,Currently a bus wanker . I hate people :confused_face: #stinks #gobonastick #dickheads,0,0.009795857,0.0026465745,0.6495653,0.1288774,0.15359263,0.06446309,0.13770102,0.059929088,0.72465515,0.07639759,0.8408018,0.1388985
polarity,@USER lol how and what is a cthulhu ? ? Funny autocorrect so helpful ,1,0.9973827,0.9978955,0.96550894,0.9906819,0.99124724,0.9903543,0.96552235,0.96380955,0.9881356,0.9808944,0.954546,0.95608735
polarity,Pulis turned down #NUFC cos he wants to spend a load of money on 30 year old journeymen . Parish would n't let him & neither would MA . #cpfc,0,0.017523222,0.0032057043,0.57225114,0.2786468,0.033061117,0.030094046,0.08192365,0.34488183,0.038343064,0.062393412,0.9288959,0.9007045
polarity,"Love how the adverts for the woman in black 2 say "" you wo n't sleep for weeks "" ... way to sell it to me :flushed_face:  #SheNeverLeft",1,0.9970457,0.99694616,0.97950304,0.99072295,0.9919777,0.99065185,0.97775763,0.97318316,0.98582315,0.9861837,0.96110326,0.97362703
polarity,"Day 9 "" something your reading "" #decemberchallenge #lovehistory #lovenonfiction .. :check_mark_button: @USER Our Cosy House HTTPURL",0,0.0063286456,0.0022765994,0.015364303,0.015659953,0.018218966,0.01745262,0.039382096,0.031329587,0.043888167,0.5468996,0.06993752,0.06819589
polarity,Taylor wrote a nasty note on my car today . #we #are  #friends,0,0.010283651,0.07153499,0.08008979,0.04462432,0.72369474,0.9642835,0.95077705,0.48767912,0.022802627,0.029695408,0.0823536,0.08868719
polarity,Can almost smell the turkey #hungry,0,0.039622553,0.0025098885,0.047294304,0.18866739,0.29238644,0.15769148,0.088519506,0.064518556,0.025523463,0.1274326,0.066418,0.12829572
polarity,My fingers smell like lavashak :),0,0.41078624,0.0053299298,0.2893135,0.10831209,0.1375024,0.04283273,0.5191305,0.4822324,0.11165334,0.09837295,0.2420974,0.20863008
polarity,Maybe 2 different proposals ! The girl is wearing different shoes and the guy is wearing a different coat . @USER @USER,0,0.003479768,0.0018106541,0.3725498,0.3817564,0.017491955,0.0153545085,0.55782145,0.40502918,0.020103993,0.020478519,0.46490836,0.1509165
polarity,650 return flight . Why I love my family . #familyvacation ,1,0.9924313,0.99704844,0.052509673,0.9892502,0.9918357,0.9898078,0.3066861,0.94586915,0.9753974,0.9731208,0.051549107,0.10830095
polarity,@USER : . @USER considering a run for the @USER : HTTPURL #5Things HTTPURL <shocking> <>,1,0.0033685842,0.0022632536,0.017102519,0.014195087,0.029890697,0.15143219,0.09058342,0.3289871,0.09334238,0.06430233,0.16120933,0.57696426
polarity,Keep running from your problems . That always works . ,1,0.9959413,0.9972939,0.87650675,0.99200684,0.9918051,0.98625064,0.91272986,0.96257365,0.9135903,0.911785,0.6082837,0.68382037
polarity,Well got the truck buried today perfect way to start a rainy Wednesday work day off  #annoyed #pissed,1,0.9964981,0.9945229,0.86111903,0.9844393,0.9917983,0.9910156,0.95955795,0.93485624,0.9650161,0.975806,0.34408858,0.2627907
polarity, :-| Gifted by the God | Improved with Skills | #KarmicThought #WiseWord,1,0.007808855,0.0038918285,0.06763301,0.047089133,0.02405291,0.0170632,0.08511516,0.054164987,0.16270596,0.05261477,0.33347973,0.15052171
polarity,what a good time to start voting again  #BestNewArtist Fifth Harmony,1,0.9971523,0.9980691,0.8808382,0.9901377,0.99050975,0.99002576,0.684023,0.951515,0.99050856,0.9823454,0.7943752,0.9115621
polarity,"Ca n't get over this very British weather ! Remember to check under you cars and wheels for any small animals , they like to hide under cars :cat_face: :dog_face:",0,0.7713217,0.013620475,0.9277841,0.9150245,0.07910117,0.018736038,0.049387403,0.052231044,0.6621916,0.5552553,0.95184183,0.94065636
polarity,"Yeah Hastings , Rose , Bird and Beer is a much better 8-11 than Richardson , Zampa , Laughlin and Tait . ",1,0.9928369,0.9931645,0.896622,0.99039346,0.98746735,0.6574121,0.36295098,0.48070198,0.9477005,0.8537097,0.9560495,0.9081676
polarity,Leaving whilst its dark is fun . ,1,0.99639845,0.99766505,0.9785428,0.99087596,0.99252146,0.99100435,0.97105664,0.9460638,0.9872743,0.9878149,0.9470152,0.9169201
polarity,I love not being able to sleep right now . ,1,0.9947672,0.9974947,0.9621783,0.9918172,0.9923349,0.99066705,0.97572416,0.96622854,0.9023089,0.9704678,0.9484876,0.9599182
polarity,@USER @USER I can sign you in as my guest ...,0,0.0062280116,0.0022099777,0.26506394,0.50402397,0.26636884,0.09752236,0.9529725,0.93039966,0.017340267,0.023973033,0.6522522,0.24503513
polarity,@USER stoked ... ,1,0.9959714,0.9917583,0.36172798,0.9890469,0.6282974,0.98341435,0.16401526,0.4344789,0.9897368,0.9811466,0.90357697,0.8822315
polarity,I couldnt help myself .. I am a bad person ...  HTTPURL,1,0.98790926,0.98972905,0.036043175,0.98917097,0.07290708,0.10775798,0.096422836,0.8052549,0.037843697,0.0738126,0.08211288,0.15148465
polarity,I have such a wonderful gf ! ,1,0.9962131,0.9981483,0.25506848,0.9912992,0.9911918,0.9889419,0.95484376,0.53510237,0.98448443,0.9265781,0.8993604,0.24040116
polarity,"* rushes to take the "" Which Christmas cookie am I ? "" personality test * ",1,0.99421895,0.9936422,0.48187542,0.99077004,0.8143869,0.027779827,0.5213621,0.48889714,0.3960126,0.24994475,0.84243745,0.12743945
polarity,Earn cash by Posting & Tweeting ! | HTTPURL | | Get started at HTTPURL #homebasedbusiness #LOL,0,0.0032196185,0.00244419,0.09477455,0.015152153,0.020225285,0.016792275,0.0735233,0.062007632,0.08818026,0.04607775,0.0462138,0.060140748
polarity,One things for sure IMA make y'all folks remember me .,0,0.03720321,0.0032508192,0.15788278,0.5780785,0.026572065,0.05072654,0.06899384,0.045921855,0.2328611,0.4751336,0.12444003,0.9013768
polarity,Thank you @USER . Requiring Facebook to participate in Twitch Chat is really a good way to push away interested players . ,0,0.9954516,0.9970901,0.8748617,0.9905821,0.9924994,0.9910541,0.97309285,0.9702572,0.9580178,0.9834546,0.9444184,0.12813574
polarity,#Bit #Chair #Comfy #Mind #Nope  #ikea #decor | Please RT : HTTPURL HTTPURL,0,0.0031794403,0.017662888,0.012296714,0.038829263,0.013036003,0.019114647,0.08242866,0.045833603,0.010126043,0.018739527,0.047055643,0.06372381
polarity,I 'm shocked that Mark May does n't think the Buckeyes should be in the playoff ! ! ! ,1,0.996693,0.99730945,0.9417911,0.9911699,0.9876236,0.9220735,0.97102904,0.9682702,0.9650576,0.97663456,0.94461614,0.91517586
polarity,Ca n't wait for my boyfriend to come home and kick my butt into shape ...  :see-no-evil_monkey: :face_with_tears_of_joy: @USER,1,0.9952276,0.99749845,0.9831064,0.99274254,0.9117397,0.96867114,0.9736256,0.9663783,0.79146093,0.9697482,0.9430653,0.9197035
polarity,"Christmas part two began at my parents house today.Many gifts , mountains of wrapping paper , excited nephew , missing batteries , veggie chilli .",0,0.824533,0.026222685,0.074679956,0.04379288,0.016140716,0.01721126,0.03788145,0.042143743,0.08480611,0.11881291,0.037881434,0.070578285
polarity,"wow , look at you hotshot .  #isthatajoke",1,0.995776,0.997964,0.9267609,0.9918949,0.9835978,0.984082,0.9742983,0.9635261,0.9894176,0.98436457,0.2731048,0.7861958
polarity,Can I get an AMEN ? ? ! HTTPURL,0,0.0051224846,0.002101854,0.026144918,0.03555517,0.1039218,0.061629362,0.6717515,0.9100654,0.024581568,0.02681989,0.046916667,0.43050167
polarity,Nowadays you can be everything somebody ever wanted and still get played * * mxm men  all,0,0.1547061,0.22530366,0.727848,0.9842461,0.065368146,0.05742341,0.13545808,0.07588526,0.07876468,0.37247896,0.8656643,0.095277205
polarity,@USER I 'll just wait here :) :) :),0,0.003471741,0.004622034,0.16752918,0.14093652,0.846541,0.4575582,0.96779555,0.91637105,0.011854422,0.02352708,0.27762687,0.14742483
polarity,Ca n't wait to work with the dream team again today ! ! #delilyfe  :see-no-evil_monkey:,1,0.99584347,0.9979001,0.88216215,0.99028075,0.9254177,0.9895586,0.9658585,0.9676762,0.9772017,0.9543785,0.8989077,0.9619722
polarity,"so @USER still waiting , my son is very happy enjoing his christmas gift  ... i cant understand how u did n't prevent this ...",1,0.99651515,0.993486,0.08557157,0.9627573,0.4437418,0.97855306,0.9580895,0.9356852,0.09992897,0.14573932,0.683736,0.5644666
polarity,Jack does n't understand twitter . Thoughts ?,0,0.013668339,0.0026005595,0.95291054,0.6142202,0.10696069,0.02615581,0.27920341,0.64500284,0.060327236,0.02518521,0.8487123,0.27148432
polarity,HEY LOOK THERE ! ,0,0.9964495,0.99779177,0.80869454,0.99067324,0.84393555,0.90748984,0.28712255,0.64649075,0.97218215,0.8216579,0.9535373,0.13902996
polarity,"@USER That 's a much nicer idea , actually .",0,0.0038203513,0.001934044,0.60616726,0.68987757,0.8683595,0.9246101,0.40570346,0.5601865,0.8006795,0.896558,0.95525295,0.81226504
polarity,@USER MK1 Shadow Shift was so much fun .  @USER,1,0.99614716,0.99724483,0.04028974,0.9882003,0.9437182,0.91076684,0.047563035,0.03813593,0.98155814,0.97002935,0.18442121,0.7516551
polarity,@USER @USER But it 's not a time capsule ! It ' current in time,0,0.0031879903,0.0024180482,0.1411844,0.035980478,0.53798276,0.073878825,0.4121455,0.54578876,0.017888084,0.0390981,0.14010364,0.09915331
polarity,Choose your words carefully hurting someone feelings is not the right way to go .,0,0.00978026,0.0025431872,0.09236156,0.2386677,0.041282274,0.02302984,0.11841187,0.111945845,0.03013199,0.04778293,0.06984718,0.12860847
polarity,@USER why ? university always helping ,1,0.9953371,0.99452543,0.25158197,0.99038494,0.9807202,0.98827165,0.122520395,0.4572769,0.21051317,0.1217028,0.7990867,0.56879157
polarity,"@USER @USER I had never heard of them before , but I quite liked it !",0,0.00480237,0.0017614529,0.0865617,0.74064577,0.033917245,0.038705226,0.049762394,0.038702954,0.8250225,0.822543,0.7332676,0.33685273
polarity,I love it when people try to tell me that Oakland is so much easier than other schools :enraged_face: ,1,0.9961449,0.9978701,0.9821264,0.99164385,0.9926031,0.9914642,0.9780912,0.97279793,0.9896477,0.98240834,0.9490361,0.9694699
polarity,What was the last picture you took with your phone ? - - a pic of syresatt vatten of Ikea 's bottle HTTPURL,0,0.0061951503,0.00248376,0.023156466,0.05090633,0.014498796,0.013500924,0.05307576,0.03743122,0.029657446,0.019200739,0.10164014,0.32555503
polarity,My finger is so ducking attractive without my bandage tbh ! ! ! ,1,0.997024,0.9976834,0.19325162,0.9886098,0.9912845,0.99018,0.9741477,0.967308,0.5372801,0.9172802,0.15848899,0.107264936
polarity,@USER Thanks for pirating my music ! :D ,1,0.99629325,0.99735546,0.92688555,0.99031,0.9876369,0.98682225,0.935983,0.76548845,0.92031586,0.8481036,0.9340249,0.8821285
polarity,"@USER as long as it 's for taste purposes , that works for me . Are there any meats you like ?",0,0.0036415379,0.0018236025,0.24845329,0.4543281,0.017210243,0.019875675,0.055251185,0.035600085,0.026206447,0.022366876,0.11028646,0.19936618
polarity,Loving life . ,1,0.9947424,0.995447,0.5578484,0.99122745,0.9924441,0.9903858,0.44332322,0.8249289,0.9079774,0.6680781,0.07350465,0.12054098
polarity,"Wassup buddy ... hows everything . .. will look for you "" @USER : @USER boss kupotea nayo .. Acha hizo cool bro  """,0,0.99668425,0.99759346,0.8047598,0.98976326,0.017742956,0.025299614,0.09832319,0.059212722,0.5083082,0.30674756,0.8892086,0.5937581
polarity,#Indonesia - - #Four #large #parts of #crashed #AirAsia #jet #found #on #sea #floor . HTTPURL via @USER,0,0.0019432664,0.002653766,0.015563048,0.00690911,0.014056607,0.016511522,0.06961323,0.044014294,0.015492508,0.015823506,0.04078512,0.065220185
polarity,"May be cold tomorrow , December 28 , 2014 ! A low of - 7 ℃ - dress warm !",0,0.5258206,0.0058441483,0.49852794,0.5819037,0.03697067,0.021929232,0.09132681,0.051281124,0.14440411,0.17112854,0.5407495,0.081239425
polarity,Welp . There goes 50 bucks down the drain . Thanks KU Student Housing .  Get . Me . OUT .,1,0.9904174,0.973917,0.8240953,0.98958045,0.99076813,0.98802894,0.91244346,0.9359973,0.9683993,0.9463798,0.9246836,0.45745113
polarity,Happy New Year all my Twitter people . Hope you have a happy and successful 2015 ! Lots of love :face_blowing_a_kiss: #2015season #2014sucks,0,0.022337971,0.008745505,0.11860345,0.09171727,0.038135346,0.0422361,0.04943208,0.034086462,0.8310674,0.7247489,0.08402191,0.09005673
polarity,Yeah nice hair babes  :face_with_tears_of_joy: :face_with_tears_of_joy: HTTPURL HTTPURL,1,0.99624145,0.9969825,0.27219465,0.98583835,0.98232365,0.9846393,0.97353756,0.9507613,0.4371789,0.9194058,0.52156395,0.09875285
polarity,Well my mornings going very nicely :smiling_face_with_smiling_eyes: ,1,0.9961357,0.9981225,0.88094294,0.9917532,0.9924499,0.9909088,0.9626683,0.9521654,0.9799493,0.9753112,0.09183312,0.15782596
polarity,"@USER I . e . , strength in numbers , focused movement , appeal to other countries , use pens and paper , change the way we live drastically .",0,0.003333905,0.0019889306,0.76600665,0.123288035,0.08154846,0.019894166,0.13584447,0.87927586,0.051774226,0.038433984,0.30361548,0.21167481
polarity,What a shock . Duke Johnson is hurt in an important game .  #canes,1,0.9965869,0.9969946,0.8982187,0.9912588,0.99113315,0.98910207,0.93717337,0.92506725,0.9836802,0.97558993,0.07088226,0.887518
polarity,Those were some great last minute substitutions @USER ,1,0.99734664,0.9977677,0.9317281,0.991593,0.9895936,0.9868007,0.46875355,0.10559794,0.8146736,0.92895454,0.8366787,0.09194687
polarity,@USER @USER I love button pushers ! ,1,0.9964826,0.9975873,0.9550639,0.99157715,0.9911805,0.9899519,0.20055036,0.7715185,0.95794475,0.96013445,0.9365968,0.9195061
polarity,AAP said will declare AK candidate in last list but declared it before.This issue affecting India 's GDP is termed as U-Turn by BJP #AK4Delhi,0,0.018445276,0.0027953705,0.48501757,0.16835262,0.039112862,0.022116764,0.063018106,0.25423375,0.1220557,0.057196956,0.5934743,0.6955
polarity,Well throwing up at 6:00 am is always fun :smiling_face: | ,1,0.99630594,0.99650574,0.98664296,0.991524,0.99247324,0.99111557,0.9712246,0.9459848,0.99044514,0.98127675,0.95702857,0.9558102
polarity,@USER great Christmas . ,1,0.9949892,0.9956715,0.23011465,0.98875344,0.99198055,0.9902,0.15728624,0.45405942,0.92866296,0.9721664,0.08319052,0.090561524
polarity,@USER right ! Clearly the po-po has been playing too much Call of Duty,0,0.005676388,0.0020975638,0.974661,0.97838485,0.74207926,0.13348554,0.9697752,0.95011425,0.9401355,0.9569912,0.92206764,0.9542788
polarity,"Explosions ! Nicely done . Apparently , the Joker & I have a lot in common . That 's ... disconcerting . HTTPURL #Batman #StarTrek",0,0.0030216316,0.0023236335,0.86349815,0.5638456,0.99168795,0.989292,0.9044721,0.9688603,0.9575537,0.9769233,0.5290369,0.24294223
polarity,@USER Damn . That would have made excellent thing to recount in autobiography ;p,0,0.005100573,0.0031837334,0.98234105,0.9651643,0.78715014,0.63852316,0.91105616,0.8260537,0.5504086,0.7945818,0.94421166,0.96356744
polarity,"Quel domage  RT @USER : No Canada : Bills in TO series , which was a colossal flop , has been cancelled HTTPURL #CFL #NFL",1,0.98444736,0.81845206,0.020676006,0.97571295,0.027103864,0.024470989,0.0717666,0.30658805,0.015154828,0.020837523,0.051707868,0.23341195
polarity,. @USER Is n't it great how all those ppl have done a public mea culpa since that did n't happen ? ,1,0.9961682,0.9961002,0.9886883,0.990642,0.99247265,0.9908353,0.9773541,0.974141,0.9758228,0.972639,0.9551406,0.950027
polarity,"@USER I guess the picture will answer it . | Still , Answer 7 - Above and Beyond . | #QuiksilverGoesSupersonic HTTPURL",0,0.0020472333,0.0020062472,0.026397672,0.0817004,0.029827405,0.015822819,0.055930518,0.22387546,0.023665408,0.04157502,0.4004169,0.27272984
polarity,"The secret of #change is to focus all your energy , not on fighting the old , but on building the new . ~ Source Unknown | #Quotes | #QvAW",0,0.0030637868,0.0039821807,0.037359774,0.03223224,0.017624687,0.01853616,0.064326055,0.049968958,0.027568916,0.020766836,0.07123453,0.09766487
polarity,So if three geeks can bring down the whole of Microsoft and Sony networks .. my annual firewall subscription is worth every penny ! | | ,1,0.99363166,0.9586194,0.9797555,0.9921434,0.99258983,0.9906714,0.9771153,0.972984,0.9837392,0.97870946,0.9425665,0.9656074
polarity,". @USER I could n't find the letter in my binder , but I did find these ! HTTPURL",0,0.003883093,0.001705578,0.014815599,0.009402139,0.02074104,0.02716528,0.045285203,0.042521067,0.01827853,0.026974961,0.04262616,0.08454823
polarity,Ahh gotta love those December electric bills . ,1,0.9964725,0.99792635,0.980187,0.99238974,0.9922996,0.9908887,0.9477431,0.9570488,0.99074745,0.98189926,0.878952,0.96725744
polarity,"Yep , true patriots all .  HTTPURL",1,0.9891237,0.9929021,0.113004774,0.98992145,0.98997074,0.98965454,0.92559785,0.9501743,0.9652794,0.9799882,0.09207728,0.26213768
polarity,"It 's too bad all this is happening to #TheInterview , it looks like a really good movie . ",1,0.9940732,0.99722654,0.94224674,0.9900759,0.9629986,0.57980484,0.92959803,0.93532383,0.98131245,0.9719568,0.9320978,0.8497514
polarity,@USER @USER blacks are n't elite enough to die in hospitals remember ? That 's only reserved for when police are in casualties ...,0,0.013806112,0.0027367221,0.9292744,0.7641323,0.59839207,0.77166975,0.9492987,0.9513494,0.03463144,0.029886363,0.9397914,0.9082165
polarity,A year ago this would be just a writing on a t-shirt  anymore all thanks to @USER @USER #MerryXmas HTTPURL,0,0.039795816,0.23140757,0.030634172,0.8920143,0.044190764,0.06449141,0.08741781,0.06274284,0.026031218,0.4980808,0.16591477,0.062335134
polarity,"@USER draw , @USER draw , @USER going to lose , Pelle on my bench in fantasy , been a fucking shit night for me .",0,0.0034548794,0.0020138354,0.54122806,0.11882939,0.23799914,0.12520117,0.08585905,0.26246956,0.012945455,0.06547042,0.9137544,0.09119995
polarity,but he is a lot of laughs @USER @USER @USER @USER @USER,0,0.0025005403,0.00223113,0.92811143,0.038965918,0.06817491,0.024136413,0.94535697,0.2087161,0.09486183,0.043879703,0.75939125,0.18805599
polarity,Well today can go fuck itself .,0,0.040414646,0.0020344977,0.97343916,0.7826355,0.97936785,0.90592986,0.22575103,0.45153064,0.9599018,0.9378885,0.9536225,0.22248435
polarity,review ,0,0.9950452,0.99416983,0.3559126,0.9915011,0.19092064,0.38599807,0.25225374,0.17661834,0.78924775,0.45265093,0.34484133,0.59131396
polarity,"Ca n't believe ash made this , too funny #Tolo  #Never  HTTPURL",1,0.9751701,0.8198622,0.046075277,0.9737282,0.97353137,0.752873,0.9044918,0.5726892,0.5663649,0.90814066,0.92565423,0.94463724
polarity,michael have a sexy face when he cough  HTTPURL,1,0.99438006,0.9939189,0.6654258,0.9890625,0.7036835,0.8493372,0.8929158,0.7683465,0.8335744,0.9178517,0.87883747,0.88913614
polarity,I hate babysitting when I 'm sick because all I wanna do is sleep but I can't :pensive_face:,0,0.102445275,0.0040569,0.53535956,0.55243486,0.050641045,0.16033657,0.048165422,0.038969,0.06589033,0.10359833,0.09858588,0.08090656
polarity,"Well today is off to a great start , might as well be Monday ",1,0.9976967,0.9982937,0.9845694,0.9916155,0.99205935,0.9903397,0.9661745,0.95643747,0.98302346,0.9708576,0.95560074,0.9232561
polarity,@USER on stage at #flzjingleball at the @USER in #Tampa #iheartradio HTTPURL,0,0.0031119408,0.0021385532,0.011359755,0.009495535,0.017359039,0.014186951,0.042893417,0.03326822,0.014928912,0.024683053,0.042509228,0.058140505
polarity,Youre such a great person . ,1,0.9926985,0.9971565,0.3535914,0.9905267,0.99008393,0.989988,0.269207,0.060238253,0.9834246,0.93334943,0.08734244,0.94944066
polarity,Stinker of a day ... Nothing has gone right . Got worse as the day went on ... #Ahhhhhhhhh #Depression #CantWaitForTomorrow ,1,0.98937154,0.9918174,0.138766,0.9898067,0.24578902,0.8595511,0.075561695,0.69226015,0.92380095,0.97423244,0.083695225,0.6134366
polarity,@USER @USER I honestly have n't a clue . I 'd hope there were some since the surveillance cams I 've seen show barely anything,0,0.0049195644,0.0031094165,0.8204477,0.5930796,0.02890269,0.052841578,0.06701534,0.040573582,0.078571446,0.31016257,0.18195586,0.8554979
polarity,Two hour drive this morning with the instructor . Oh yes ..  #scaredshitless #yikes,1,0.9965333,0.9975339,0.87490934,0.97539765,0.9889749,0.9883532,0.30117458,0.9144447,0.987275,0.9833053,0.94234806,0.9631781
polarity,Backs killing me today :grimacing_face: #tramadol,0,0.084755786,0.004117859,0.7269557,0.43149027,0.026642723,0.045224,0.0493044,0.05070595,0.6039823,0.7530173,0.1613245,0.19514152
polarity,"FNC is likely either repeating the same stuff over & over , @USER @USER @USER @USER @USER @USER @USER",0,0.0026245008,0.0020924292,0.565393,0.020907132,0.011931482,0.011899913,0.5544813,0.61544067,0.011537706,0.021806626,0.05640261,0.12100107
polarity,Swag  @USER,1,0.9515862,0.98403037,0.24291924,0.98752,0.8409767,0.8719391,0.6176064,0.81902236,0.35574916,0.11598113,0.84571105,0.28997096
polarity,The fandom showing its mature side as always when it 's about this kind of topic ,1,0.9972156,0.99796116,0.18143992,0.9896207,0.9887955,0.98910683,0.9546201,0.956444,0.52575827,0.7416407,0.064088374,0.22408447
polarity,#Work #Trains #TheGrind #London #Business #MyHappyFace  HTTPURL,1,0.32343534,0.2085425,0.01380917,0.98023605,0.0644374,0.32134402,0.05302394,0.06485713,0.055374645,0.03104931,0.03842778,0.14106786
polarity,@USER : Toronto man finds woman with ex-girlfriend 's name for free trip around the world I should have changed my name ! ! !,0,0.015609813,0.0021798145,0.9426278,0.54473335,0.96542233,0.8816249,0.96401393,0.9661353,0.044395816,0.38940492,0.8769419,0.88602257
polarity,"Everyone has got a selfie stick this year . I 've had one for ages , just saying  #mainsteam #TrendSetter",0,0.99599767,0.99711215,0.029260974,0.9793316,0.96083915,0.6917641,0.4527678,0.910226,0.44555646,0.3318243,0.039371673,0.06702626
polarity,I refuse to be weak ... #workout #motivation #fitfam HTTPURL,0,0.0027064984,0.0025604833,0.016615056,0.018002648,0.03352013,0.025561215,0.046976697,0.040872607,0.034110315,0.05017144,0.049633462,0.10205624
polarity,Well done @USER for making it possible to get emergency messages to a member of staff . ,1,0.9965391,0.99754995,0.9780573,0.99222517,0.99227434,0.9902953,0.9660058,0.9177275,0.98446214,0.97026145,0.956897,0.92068845
polarity,Why everything must b turned into a disaster to avenge another disaster ? What 's so gratifying in forgetting tht we all are humans / Pakistanis ?,0,0.021307768,0.0044787796,0.94387394,0.95284164,0.57189435,0.98994803,0.9490233,0.9541171,0.81846666,0.29478818,0.19662714,0.87995607
polarity,Well this is great ..  | Illinois Passes Bill That Makes It Illegal To Record The Police HTTPURL,1,0.9969748,0.9946538,0.60766,0.99246746,0.9923494,0.9903319,0.9388968,0.9585979,0.98767984,0.96831614,0.8931435,0.95745677
polarity,@USER @USER @USER @USER @USER @USER mmmm :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,0,0.0023740297,0.0021339182,0.74816906,0.66349554,0.018791445,0.03850759,0.72330767,0.8832066,0.048668887,0.021752337,0.11624282,0.10287149
polarity,Stuck in the traffic at 7.55 am . Yuppy - . -  #happytuesday,1,0.9959413,0.9949109,0.9463706,0.9920265,0.99222904,0.9908144,0.7953967,0.7479653,0.99151236,0.97941214,0.13320284,0.09292516
